room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_accommodates,accommodates_per_bedroom,reviews_per_month_per_review,availability_ratio_30_365,host_listing_concentration,review_scores_mean,description_char_len,description_word_count,amenities_item_count,property_type_char_len,host_tenure_days,days_since_first_review,days_since_last_review
Entire home/apt,6,1.0,2.0,6.0,within an hour,f,11.0,37.0,36.02956,14.21822,t,8,16,16,16,46,5,0,4.61,4.63,4.85,4.59,0.43,67.0,1.0,3.0,0.0093478260869565,0.5,0.2972972972972973,4.67,249,40,44,18,3112.0,2829.0,-235.0
Entire home/apt,5,3.0,2.0,5.0,within an hour,f,30.0,31.0,53.29333,-6.68229,t,26,56,86,361,0,0,0,,,,,,160.0,1.0,2.5,,0.0720221606648199,0.967741935483871,,59,8,12,18,1006.0,,
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,1.0,1.0,19.4345615,-99.1484204,t,20,50,80,169,9,9,0,4.56,5.0,4.56,4.67,1.84,891.0,0.5,2.0,0.2044444444444444,0.1183431952662721,1.0,4.6975,431,70,27,12,-203.0,-216.0,-329.0
Entire home/apt,6,1.5,2.0,3.0,within an hour,t,1.0,1.0,38.73399,-9.40738,t,30,54,54,54,78,6,0,4.86,4.96,4.79,4.78,0.98,124.0,0.5,3.0,0.0125641025641025,0.5555555555555556,1.0,4.8475,483,88,45,12,2850.0,1958.0,-359.0
Entire home/apt,5,2.0,2.0,3.0,within an hour,f,9.0,12.0,35.949956028198706,14.419846882562414,t,22,52,82,239,12,11,0,4.25,4.0,4.33,4.33,0.88,35.0,0.6,2.5,0.0733333333333333,0.0920502092050209,0.75,4.2275,225,40,14,18,1889.0,51.0,-294.0
Entire home/apt,4,1.0,2.0,2.0,within an hour,,5.0,6.0,48.48564,-123.34082,t,0,0,13,75,254,55,0,4.93,4.93,4.88,4.9,3.63,190.0,0.5,2.0,0.0142913385826771,0.0,0.8333333333333334,4.91,515,88,61,11,2789.0,1683.0,-241.0
Entire home/apt,5,2.0,3.0,3.0,within a few hours,t,8.0,8.0,37.36036,26.56562,t,0,0,20,275,2,1,0,5.0,5.0,5.0,5.0,0.07,350.0,0.6,1.6666666666666667,0.035,0.0,1.0,5.0,0,0,10,11,4002.0,489.0,-174.0
Private room,2,1.0,1.0,1.0,,f,7.0,7.0,55.93411960462558,-3.1728042775065903,t,29,59,89,364,0,0,0,,,,,,232.0,0.5,2.0,,0.0796703296703296,1.0,,100,17,32,25,3109.0,,
Entire home/apt,10,3.0,5.0,6.0,within an hour,t,164.0,290.0,35.36502,25.01867,t,3,3,31,306,0,0,0,,,,,,834.0,0.6,2.0,,0.0098039215686274,0.5655172413793104,,345,57,26,12,3746.0,,
Entire home/apt,1,1.0,1.0,0.0,within an hour,t,2.0,2.0,48.2120416151672,16.334299332124296,t,30,60,90,365,0,0,0,,,,,,50.0,0.0,1.0,,0.0821917808219178,1.0,,128,20,5,12,802.0,,
Entire home/apt,8,2.0,3.0,4.0,,,175.0,176.0,48.8913121,2.3485651,t,12,42,72,270,26,26,3,4.46,4.62,4.15,4.31,3.48,186.0,0.5,2.6666666666666665,0.1338461538461538,0.0444444444444444,0.9943181818181818,4.385,314,41,32,18,244.0,-120.0,-328.0
Private room,4,2.0,1.0,3.0,within an hour,f,3.0,3.0,51.81752564146556,-8.488922895214841,t,5,35,65,155,63,36,2,4.57,4.54,4.44,4.33,3.28,80.0,0.75,4.0,0.052063492063492,0.032258064516129,1.0,4.470000000000001,458,87,8,26,258.0,230.0,-329.0
Entire home/apt,6,1.0,2.0,2.0,within an hour,t,14.0,17.0,34.04096,-117.93199,t,5,26,56,330,30,24,4,4.9,4.9,5.0,4.87,1.92,84.0,0.3333333333333333,3.0,0.064,0.0151515151515151,0.8235294117647058,4.9175,472,82,49,9,155.0,42.0,-422.0
Entire home/apt,7,3.0,3.0,0.0,within an hour,t,4.0,4.0,40.857611,14.251633,t,0,0,0,0,0,0,0,,,,,,250.0,0.0,2.3333333333333335,,,1.0,,402,67,5,11,634.0,,
Entire home/apt,4,1.0,0.0,2.0,within an hour,t,12.0,12.0,36.10956,-115.17742,t,9,19,36,36,361,62,4,4.89,4.86,4.94,4.86,5.93,209.0,0.5,,0.0164265927977839,0.25,1.0,4.8875,514,75,40,18,2331.0,1386.0,-425.0
Entire home/apt,2,1.0,1.0,1.0,within a day,f,7.0,7.0,51.05378,3.70561,t,0,3,24,299,32,8,0,4.56,4.69,4.38,4.5,0.66,92.0,0.5,2.0,0.020625,0.0,1.0,4.5325,0,0,35,18,3917.0,1102.0,-265.0
Entire home/apt,9,3.0,4.0,5.0,,f,1.0,1.0,41.40182,-71.48508,t,0,0,0,67,20,4,0,4.95,4.75,4.95,4.9,0.31,325.0,0.5555555555555556,2.25,0.0155,0.0,1.0,4.887499999999999,530,87,30,11,1643.0,1598.0,-236.0
Entire home/apt,4,2.0,2.0,3.0,within an hour,t,96.0,254.0,45.43545,12.34335,t,7,19,25,241,134,77,2,4.9,4.91,4.93,4.8,5.08,352.0,0.75,2.0,0.037910447761194,0.0290456431535269,0.3779527559055118,4.885,500,89,39,18,4044.0,365.0,-416.0
Entire home/apt,4,2.0,2.0,3.0,within a day,f,1.0,1.0,51.51668,-0.19194,t,1,1,10,10,52,12,0,4.75,4.73,4.94,4.69,0.48,250.0,0.75,2.0,0.0092307692307692,0.1,1.0,4.777500000000001,250,41,20,18,2979.0,2925.0,-303.0
Private room,2,1.0,1.0,1.0,within an hour,t,6.0,6.0,38.90811,-77.03299,t,14,34,59,245,70,70,9,4.89,4.96,4.94,4.79,7.24,217.0,0.5,2.0,0.1034285714285714,0.0571428571428571,1.0,4.895,490,89,25,13,-71.0,-148.0,-433.0
Entire home/apt,4,1.0,3.0,3.0,within a day,f,2.0,4.0,51.4415,-0.15039,t,5,5,5,279,7,2,0,4.43,4.43,5.0,4.29,0.35,192.0,0.75,1.3333333333333333,0.0499999999999999,0.017921146953405,0.5,4.5375,487,76,12,18,1968.0,260.0,-96.0
Private room,1,1.0,1.0,1.0,within an hour,t,6.0,10.0,29.959,-90.06351,t,15,41,71,346,15,15,3,5.0,4.93,5.0,4.93,1.3,126.0,1.0,1.0,0.0866666666666666,0.0433526011560693,0.6,4.965,603,87,44,20,-70.0,-83.0,-421.0
Private room,4,1.5,2.0,3.0,,f,1.0,4.0,40.69252,17.36019,t,0,0,0,9,14,0,0,4.93,4.93,4.86,4.93,0.26,400.0,0.75,2.0,0.0185714285714285,0.0,0.25,4.9125,520,85,64,33,3825.0,1233.0,126.0
Entire home/apt,5,2.0,2.0,3.0,within an hour,f,55.0,56.0,35.93517,14.41321,t,9,39,69,344,1,1,0,5.0,5.0,5.0,5.0,0.65,97.0,0.6,2.5,0.65,0.0261627906976744,0.9821428571428572,5.0,54,9,10,18,-47.0,-314.0,-314.0
Private room,2,2.0,1.0,1.0,within an hour,t,5.0,38.0,51.61407,-0.2562,t,22,22,22,272,14,5,0,4.71,4.79,4.71,4.64,0.55,52.0,0.5,2.0,0.0392857142857142,0.0808823529411764,0.131578947368421,4.7125,448,77,32,20,3123.0,419.0,-257.0
Entire home/apt,6,1.0,3.0,3.0,a few days or more,f,1.0,1.0,41.3975782,2.1790972,t,29,59,89,356,0,0,0,,,,,,243.0,0.5,2.0,,0.0814606741573033,1.0,,679,103,32,18,607.0,,
Entire home/apt,4,1.0,1.0,1.0,within an hour,f,1.0,1.0,37.51276168931661,15.087359324097632,t,24,54,84,172,1,1,1,5.0,5.0,5.0,5.0,1.0,62.0,0.25,4.0,1.0,0.1395348837209302,1.0,5.0,51,7,15,18,3432.0,-357.0,-357.0
Entire home/apt,2,1.0,1.0,2.0,,f,1.0,1.0,37.56181,25.19043,t,0,0,0,21,18,4,0,5.0,4.94,4.83,4.83,0.18,108.0,1.0,2.0,0.01,0.0,1.0,4.9,148,22,36,13,3457.0,2696.0,-243.0
Entire home/apt,4,1.0,2.0,3.0,within a few hours,f,841.0,853.0,40.45966288241296,-3.6976031380323273,t,4,15,45,285,0,0,0,,,,,,107.0,0.75,2.0,,0.0140350877192982,0.9859320046893316,,294,51,35,18,1326.0,,
Private room,2,1.0,1.0,1.0,a few days or more,f,1.0,1.0,40.3987509,-3.6960427,t,23,53,83,263,0,0,0,,,,,,51.0,0.5,2.0,,0.0874524714828897,1.0,,189,34,7,20,59.0,,
Entire home/apt,4,1.0,0.0,2.0,within an hour,t,4.0,6.0,44.96319,-93.26021,t,6,18,40,115,201,110,6,4.88,4.81,4.5,4.85,2.07,80.0,0.5,,0.0102985074626865,0.0521739130434782,0.6666666666666666,4.76,441,79,51,18,3827.0,2475.0,-425.0
Entire home/apt,6,2.5,3.0,3.0,within an hour,f,1.0,6.0,36.14099,-115.02833,t,27,57,82,82,12,1,0,4.75,4.75,4.67,4.67,0.13,509.0,0.5,2.0,0.0108333333333333,0.3292682926829268,0.1666666666666666,4.71,382,59,44,11,2855.0,2386.0,-140.0
Entire home/apt,4,1.0,1.0,2.0,within a few hours,f,431.0,574.0,36.10634,-115.16275,t,27,52,79,79,21,18,0,4.86,4.86,4.86,4.81,0.79,146.0,0.5,4.0,0.0376190476190476,0.3417721518987341,0.7508710801393729,4.8475,296,45,42,12,1167.0,358.0,-398.0
Entire home/apt,2,2.0,1.0,1.0,within an hour,t,1.0,1.0,-23.0072534,-43.3205562,t,0,17,36,126,6,4,0,5.0,4.83,4.67,4.67,0.43,598.0,0.5,2.0,0.0716666666666666,0.0,1.0,4.7925,530,87,57,18,2751.0,57.0,-322.0
Private room,2,1.0,1.0,1.0,within a day,f,1.0,1.0,51.4807765,-0.1328496,t,18,47,77,257,1,1,1,5.0,4.0,5.0,5.0,1.0,110.0,0.5,2.0,1.0,0.0700389105058365,1.0,4.75,448,84,30,27,2341.0,-336.0,-336.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,t,1.0,1.0,45.43227552898104,12.350978435581968,t,10,18,22,135,83,73,5,4.88,4.94,4.98,4.81,6.23,180.0,0.5,4.0,0.0750602409638554,0.074074074074074,1.0,4.9025,109,19,39,18,537.0,-27.0,-421.0
Entire home/apt,6,1.0,0.0,4.0,within an hour,t,5.0,5.0,-41.11347,146.06996,t,6,27,55,301,23,0,0,4.91,5.0,4.96,4.87,0.26,200.0,0.6666666666666666,,0.0113043478260869,0.0199335548172757,1.0,4.9350000000000005,493,80,14,18,2644.0,2177.0,-55.0
Entire home/apt,4,1.0,1.0,1.0,within an hour,f,1.0,2.0,36.106064,-115.166779,t,5,16,24,75,167,67,6,4.9,4.91,4.94,4.85,4.66,106.0,0.25,4.0,0.0279041916167664,0.0666666666666666,0.5,4.9,550,94,21,25,3930.0,636.0,-435.0
Entire home/apt,4,2.0,2.0,2.0,within an hour,t,6.0,20.0,26.14676,-80.13818,t,23,38,59,59,26,26,1,5.0,4.96,4.81,4.77,2.14,240.0,0.5,2.0,0.0823076923076923,0.3898305084745763,0.3,4.885,472,76,57,18,3716.0,3.0,-333.0
Entire home/apt,4,1.5,2.0,3.0,within an hour,f,1.0,1.0,48.84277,2.3397,t,21,51,81,356,3,3,0,5.0,5.0,5.0,4.67,0.37,199.0,0.75,2.0,0.1233333333333333,0.0589887640449438,1.0,4.9175,497,76,31,18,5.0,-97.0,-141.0
Entire home/apt,10,3.0,3.0,6.0,within an hour,f,4.0,6.0,37.34254939130758,-121.95346413157604,t,22,50,79,248,11,9,1,4.73,4.0,4.91,4.45,0.89,239.0,0.6,3.3333333333333335,0.0809090909090909,0.0887096774193548,0.6666666666666666,4.5225,558,90,58,11,2753.0,12.0,-335.0
Entire home/apt,12,5.0,5.0,6.0,within an hour,f,1.0,1.0,53.99536713077213,-7.396204769611359,t,8,35,65,294,4,4,1,5.0,5.0,5.0,5.0,2.22,600.0,0.5,2.4,0.555,0.0272108843537414,1.0,5.0,503,82,38,11,-244.0,-293.0,-335.0
Entire home/apt,6,3.0,3.0,3.0,within an hour,f,23.0,38.0,51.4872616790031,0.051787039579567,t,23,51,81,102,0,0,0,,,,,,189.0,0.5,2.0,,0.2254901960784313,0.6052631578947368,,377,64,10,11,896.0,,
Private room,2,1.0,1.0,1.0,within an hour,t,2.0,2.0,55.19259,-7.82339,t,29,59,89,89,75,10,1,4.95,4.99,4.96,4.88,0.62,73.0,0.5,2.0,0.0082666666666666,0.3258426966292135,1.0,4.945,518,75,8,20,3334.0,3286.0,-336.0
Entire home/apt,5,1.0,2.0,3.0,within an hour,t,1.0,2.0,45.48774,9.19266,t,16,25,42,87,6,6,3,4.5,4.67,4.83,4.83,1.86,89.0,0.6,2.5,0.31,0.1839080459770115,0.5,4.7075,444,76,35,18,2241.0,-342.0,-420.0
Private room,2,1.0,0.0,1.0,,t,3.0,3.0,43.78696,-79.1815,t,0,0,30,120,40,40,0,4.85,4.83,4.95,4.88,3.75,75.0,0.5,,0.09375,0.0,1.0,4.8774999999999995,381,61,23,20,-65.0,-108.0,-242.0
Entire home/apt,6,1.0,2.0,3.0,within a few hours,f,2.0,2.0,47.6985424,-122.3938987,t,30,60,90,364,0,0,0,,,,,,180.0,0.5,3.0,,0.0824175824175824,1.0,,493,93,12,11,3065.0,,
Private room,2,1.0,1.0,1.0,,t,5.0,5.0,40.66443,17.67293,t,0,0,0,172,13,1,0,4.85,4.77,4.54,4.62,0.17,80.0,0.5,2.0,0.013076923076923,0.0,1.0,4.695,293,49,17,33,4568.0,1966.0,-222.0
Entire home/apt,4,3.0,2.0,2.0,,f,1.0,1.0,52.36993413586456,4.873403528129411,t,29,59,89,364,0,0,0,,,,,,585.0,0.5,2.0,,0.0796703296703296,1.0,,145,21,5,18,231.0,,
Entire home/apt,6,2.0,2.0,4.0,,f,1.0,1.0,37.83322,15.26905,t,0,0,0,69,0,0,0,,,,,,132.0,0.6666666666666666,3.0,,0.0,1.0,,412,64,47,18,-245.0,,
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,4.0,6.0,19.59098,-155.96856,t,5,22,50,229,202,63,5,4.97,4.96,4.98,4.93,3.13,134.0,0.5,2.0,0.0154950495049504,0.0218340611353711,0.6666666666666666,4.96,509,92,50,17,3602.0,1505.0,-425.0
Entire home/apt,2,1.0,1.0,1.0,within a day,f,1.0,1.0,48.85641751902105,2.3170227062268496,t,4,6,32,32,0,0,0,,,,,,156.0,0.5,2.0,,0.125,1.0,,53,7,16,18,2410.0,,
Entire home/apt,6,1.0,3.0,3.0,within an hour,f,30.0,56.0,41.4958089,-71.2819224,t,0,0,0,99,66,30,0,4.73,4.71,4.82,4.55,2.24,228.0,0.5,2.0,0.0339393939393939,0.0,0.5357142857142857,4.702500000000001,497,85,34,11,3283.0,518.0,-245.0
Entire home/apt,1,1.0,1.0,1.0,within a day,f,1.0,1.0,51.5172,-0.05719,,3,3,3,163,0,0,0,,,,,,72.0,1.0,1.0,,0.0184049079754601,1.0,,0,0,47,18,97.0,,
Entire home/apt,5,1.5,2.0,3.0,a few days or more,f,1.0,1.0,48.8837,2.35394,t,24,24,24,33,1,0,0,5.0,5.0,4.0,4.0,0.07,190.0,0.6,2.5,0.07,0.7272727272727273,1.0,4.5,482,77,37,18,1348.0,111.0,111.0
Entire home/apt,5,1.0,1.0,2.0,within an hour,t,1.0,1.0,40.72376,-74.04344,t,22,52,82,172,16,10,1,5.0,4.81,4.94,4.81,0.77,285.0,0.4,5.0,0.048125,0.127906976744186,1.0,4.89,509,88,59,12,3564.0,267.0,-352.0
Entire home/apt,4,1.0,1.0,2.0,,f,1.0,1.0,37.13102,24.5084,t,0,0,0,264,19,8,0,4.95,4.79,4.95,4.79,0.65,90.0,0.5,4.0,0.0342105263157894,0.0,1.0,4.87,372,63,49,13,2707.0,523.0,-249.0
Entire home/apt,16,4.0,6.0,9.0,within an hour,t,25.0,26.0,-33.85732,151.20239,t,8,26,50,293,34,21,0,4.94,4.91,4.94,4.76,0.56,804.0,0.5625,2.6666666666666665,0.0164705882352941,0.0273037542662116,0.9615384615384616,4.887500000000001,420,69,66,18,1475.0,1406.0,-377.0
Private room,2,1.0,1.0,1.0,within a few hours,t,1.0,1.0,55.97872,-3.21236,t,29,41,45,45,317,43,0,4.74,4.29,4.86,4.72,2.46,60.0,0.5,2.0,0.0077602523659306,0.6444444444444445,1.0,4.6525,500,82,24,27,3477.0,3437.0,-344.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,1.0,3.0,13.69107,100.60993,t,0,6,36,311,47,8,0,4.91,4.89,4.74,4.74,0.42,800.0,0.5,2.0,0.0089361702127659,0.0,0.3333333333333333,4.82,229,40,21,12,3083.0,2973.0,-307.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,t,3.0,3.0,47.66549440000001,-122.3048061,t,2,2,23,291,27,27,1,4.93,4.93,4.78,4.85,4.11,101.0,0.5,4.0,0.1522222222222222,0.0068728522336769,1.0,4.8725000000000005,443,71,38,18,3491.0,-161.0,-339.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,72.0,101.0,-33.88184,151.16802,t,23,53,80,330,173,25,3,4.85,4.95,4.83,4.71,1.83,312.0,0.5,2.0,0.0105780346820809,0.0696969696969697,0.7128712871287128,4.835,466,71,39,17,3679.0,2402.0,-415.0
Private room,2,1.0,1.0,1.0,within an hour,f,10.0,14.0,34.08213,-118.36951,t,14,44,73,73,76,64,2,4.63,4.68,4.86,4.61,5.36,104.0,0.5,2.0,0.0705263157894736,0.1917808219178082,0.7142857142857143,4.694999999999999,491,75,30,21,2926.0,-3.0,-408.0
Entire home/apt,3,2.0,2.0,1.0,,f,1.0,1.0,50.83754,4.34505,t,0,0,19,50,11,7,0,4.82,4.91,4.64,4.73,0.71,104.0,0.3333333333333333,1.5,0.0645454545454545,0.0,1.0,4.775,472,73,30,18,104.0,23.0,-287.0
Entire home/apt,2,1.0,1.0,2.0,within an hour,t,1.0,1.0,45.44006,12.33859,t,0,1,4,53,214,44,5,5.0,5.0,4.99,4.99,3.23,202.0,1.0,2.0,0.0150934579439252,0.0,1.0,4.995,506,88,41,18,2908.0,1560.0,-419.0
Private room,2,3.0,1.0,1.0,within an hour,f,4.0,17.0,43.70732,-79.25847,t,30,60,90,364,0,0,0,,,,,,65.0,0.5,2.0,,0.0824175824175824,0.2352941176470588,,349,55,14,20,113.0,,
Entire home/apt,2,1.0,1.0,1.0,,f,1.0,1.0,41.40155,2.16798,t,29,59,89,364,0,0,0,,,,,,120.0,0.5,2.0,,0.0796703296703296,1.0,,146,21,11,18,2729.0,,
Entire home/apt,4,1.0,1.0,2.0,within an hour,f,11.0,11.0,51.51662,-0.11859,t,14,44,74,343,4,4,0,4.75,4.5,4.75,4.5,0.52,380.0,0.5,4.0,0.13,0.0408163265306122,1.0,4.625,500,81,24,18,91.0,-115.0,-295.0
Entire home/apt,4,1.0,2.0,2.0,within an hour,t,1.0,1.0,48.43857,-123.49281,t,25,50,80,330,59,59,2,4.85,4.95,4.69,4.8,9.12,120.0,0.5,2.0,0.1545762711864406,0.0757575757575757,1.0,4.822500000000001,476,69,59,11,-221.0,-224.0,-412.0
Entire home/apt,6,2.0,2.0,3.0,within a few hours,,31.0,40.0,25.98644,-80.12032,t,28,52,82,338,11,4,0,4.82,4.73,4.91,4.73,0.43,459.0,0.5,3.0,0.039090909090909,0.0828402366863905,0.775,4.7975,348,51,17,12,535.0,415.0,-294.0
Entire home/apt,5,1.0,2.0,4.0,within an hour,t,1.0,1.0,38.70373,-9.43264,t,12,20,28,127,28,9,2,4.86,4.75,4.64,4.75,0.45,64.0,0.8,2.5,0.0160714285714285,0.0944881889763779,1.0,4.75,496,84,48,18,3160.0,1436.0,-419.0
Entire home/apt,5,1.0,2.0,3.0,within an hour,f,6.0,7.0,51.51485405606899,-0.1760615338684146,t,5,30,52,83,36,36,5,4.58,4.58,4.94,4.47,3.96,176.0,0.6,2.5,0.11,0.0602409638554216,0.8571428571428571,4.6425,376,56,40,12,782.0,-74.0,-339.0
Entire home/apt,8,4.0,4.0,5.0,within an hour,f,5.0,7.0,37.03502,25.25746,t,30,60,90,276,31,9,0,5.0,5.0,4.9,5.0,1.04,495.0,0.625,2.0,0.0335483870967741,0.108695652173913,0.7142857142857143,4.975,0,0,71,12,2528.0,534.0,-284.0
Entire home/apt,8,3.5,4.0,5.0,within an hour,t,3.0,3.0,30.24781,-97.77916,t,12,36,66,156,66,26,5,4.97,4.98,4.97,4.91,1.76,284.0,0.625,2.0,0.0266666666666666,0.0769230769230769,1.0,4.9575,420,68,75,11,3064.0,682.0,-436.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,2.0,2.0,45.43223772739824,12.319712455343709,t,13,17,18,91,183,62,5,4.75,4.79,4.8,4.61,5.0,84.0,0.5,2.0,0.0273224043715847,0.1428571428571428,1.0,4.7375,342,65,35,18,2833.0,672.0,-418.0
Entire home/apt,4,2.0,2.0,3.0,within a few hours,f,3.0,5.0,34.17059,-118.59913,t,30,60,90,365,0,0,0,,,,,,179.0,0.75,2.0,,0.0821917808219178,0.6,,133,22,50,18,697.0,,
Entire home/apt,3,1.0,1.0,2.0,within an hour,f,8.0,22.0,51.42949,-0.19134,t,17,47,67,91,35,7,0,4.51,4.86,4.66,4.54,1.09,134.0,0.6666666666666666,3.0,0.0311428571428571,0.1868131868131868,0.3636363636363636,4.6425,499,76,44,12,1428.0,617.0,-308.0
Entire home/apt,6,1.0,2.0,3.0,within an hour,t,7.0,15.0,32.7426065,-117.1789649,t,24,54,84,268,0,0,0,,,,,,144.0,0.5,3.0,,0.0895522388059701,0.4666666666666667,,268,46,12,18,2996.0,,
Entire home/apt,3,1.0,0.0,2.0,within an hour,t,8.0,8.0,37.08902,25.15921,t,20,50,80,353,103,26,0,4.9,4.92,4.8,4.83,0.89,51.0,0.6666666666666666,,0.0086407766990291,0.0566572237960339,1.0,4.862500000000001,367,64,43,25,3495.0,3127.0,-285.0
Entire home/apt,5,1.0,2.0,3.0,within an hour,t,8.0,8.0,41.82372,-71.42953,t,22,52,82,82,133,5,0,4.76,4.78,4.86,4.66,1.77,144.0,0.6,2.5,0.0133082706766917,0.2682926829268293,1.0,4.765,318,50,32,18,2372.0,1885.0,-314.0
Entire home/apt,4,1.0,2.0,3.0,,f,1.0,1.0,40.14335,18.49254,t,30,60,90,365,12,0,0,5.0,5.0,5.0,4.83,0.15,165.0,0.75,2.0,0.0124999999999999,0.0821917808219178,1.0,4.9575,501,88,31,18,2085.0,1979.0,100.0
Entire home/apt,4,1.0,2.0,3.0,within an hour,f,1.0,1.0,37.141636,24.511948,t,0,0,0,81,26,12,0,4.54,4.31,4.77,4.35,0.87,100.0,0.75,2.0,0.0334615384615384,0.0,1.0,4.4925,376,67,21,20,703.0,540.0,-279.0
Entire home/apt,4,1.0,1.0,3.0,within an hour,f,15.0,15.0,36.11245,-115.18718,t,21,44,64,151,90,12,1,4.69,4.72,4.84,4.59,1.3,96.0,0.75,4.0,0.0144444444444444,0.1390728476821192,1.0,4.71,149,22,55,12,3169.0,1634.0,-422.0
Entire home/apt,4,1.0,2.0,2.0,within an hour,f,37.0,49.0,-37.9015982,145.0473071,t,9,39,52,68,26,21,2,4.85,4.77,4.77,4.73,1.82,194.0,0.5,2.0,0.07,0.1323529411764706,0.7551020408163265,4.779999999999999,285,48,55,18,178.0,0.0,-415.0
Entire home/apt,4,1.0,1.0,2.0,,f,1.0,1.0,43.76804,11.25172,t,13,17,26,234,143,4,0,4.59,4.72,4.92,4.54,0.92,149.0,0.5,4.0,0.0064335664335664,0.0555555555555555,1.0,4.6925,192,35,30,18,4269.0,4240.0,-260.0
Entire home/apt,1,1.0,1.0,1.0,within an hour,f,2.0,2.0,56.95886,24.14073,t,12,42,67,240,16,16,3,4.69,4.81,4.69,4.75,2.13,24.0,1.0,1.0,0.133125,0.05,1.0,4.735,337,54,36,18,-38.0,-140.0,-361.0
Entire home/apt,4,1.0,2.0,2.0,,f,1.0,1.0,48.8835715386154,2.3518666379859794,t,9,9,15,53,3,3,0,5.0,4.67,4.33,4.67,0.26,170.0,0.5,2.0,0.0866666666666666,0.1698113207547169,1.0,4.6675,502,82,37,18,1319.0,2.0,-97.0
Entire home/apt,6,3.5,3.0,3.0,within an hour,t,2.0,3.0,38.9502,-9.41172,t,22,52,82,184,34,12,0,5.0,4.76,5.0,4.91,0.52,107.0,0.5,2.0,0.0152941176470588,0.1195652173913043,0.6666666666666666,4.9175,524,89,55,11,3032.0,1529.0,-328.0
Private room,2,1.0,1.0,1.0,within an hour,f,10.0,12.0,43.77992,11.24265,t,0,0,0,0,0,0,0,,,,,,101.0,0.5,2.0,,,0.8333333333333334,,0,0,11,33,860.0,,
Entire home/apt,3,2.0,1.0,1.0,within an hour,t,1.0,1.0,35.47613,23.73287,t,0,0,0,242,82,12,0,5.0,5.0,4.94,4.87,1.22,130.0,0.3333333333333333,3.0,0.0148780487804878,0.0,1.0,4.952500000000001,268,51,25,11,1702.0,1646.0,-266.0
Entire home/apt,4,1.0,2.0,2.0,within an hour,f,1.0,1.0,41.01505,16.70522,t,29,57,57,119,2,2,0,5.0,5.0,5.0,5.0,0.32,39.0,0.5,2.0,0.16,0.2436974789915966,1.0,5.0,496,83,44,20,2678.0,-181.0,-317.0
Entire home/apt,6,2.0,3.0,3.0,within an hour,t,7.0,7.0,40.41088453498114,-3.703417171663512,t,17,30,46,215,22,10,0,4.95,5.0,4.91,4.91,1.44,188.0,0.5,2.0,0.0654545454545454,0.0790697674418604,1.0,4.9425,528,92,55,18,1413.0,25.0,-391.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,2.0,2.0,50.83282,4.37344,t,0,0,0,163,9,9,0,5.0,5.0,4.78,4.78,1.16,75.0,0.5,2.0,0.1288888888888889,0.0,1.0,4.890000000000001,478,77,21,12,3560.0,-208.0,-336.0
Entire home/apt,2,1.0,0.0,1.0,,f,1.0,1.0,48.87090364180267,2.281521088831165,t,6,31,31,158,19,8,0,4.42,4.47,4.95,4.26,0.64,100.0,0.5,,0.0336842105263157,0.0379746835443038,1.0,4.525,155,28,31,12,2282.0,554.0,-195.0
Entire home/apt,7,2.0,3.0,4.0,within an hour,t,1.0,1.0,33.9934255,-118.4434418,t,3,14,31,260,93,39,2,4.99,4.95,4.86,4.75,3.29,495.0,0.5714285714285714,2.3333333333333335,0.0353763440860215,0.0115384615384615,1.0,4.8875,299,53,62,11,3420.0,420.0,-409.0
Private room,10,2.0,2.0,6.0,within an hour,t,64.0,68.0,29.95066,-90.06812,t,16,43,70,339,74,21,1,4.85,4.88,4.95,4.78,1.64,266.0,0.6,5.0,0.0221621621621621,0.0471976401179941,0.9411764705882352,4.865,534,81,54,13,2839.0,926.0,-413.0
Private room,2,1.0,1.0,1.0,within an hour,t,31.0,32.0,41.82922,-87.62189,t,27,57,87,292,4,2,0,4.75,4.5,4.5,4.5,0.32,111.0,0.5,2.0,0.08,0.0924657534246575,0.96875,4.5625,403,64,46,33,56.0,-62.0,-349.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,4.0,5.0,40.95079,17.30048,t,0,0,8,230,50,33,0,4.9,4.94,4.9,4.74,2.68,92.0,0.5,2.0,0.0536,0.0,0.8,4.87,455,76,3,11,3506.0,193.0,-299.0
Entire home/apt,2,1.0,1.0,0.0,within an hour,f,1.0,1.0,48.8903015,2.3355179,t,20,50,73,300,9,9,0,5.0,5.0,5.0,4.89,1.04,111.0,0.0,2.0,0.1155555555555555,0.0666666666666666,1.0,4.9725,364,59,34,18,-9.0,-84.0,-309.0
