property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_listings_count,host_total_listings_count,latitude,longitude,city,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,description_char_len,description_word_count,amenities_char_len,amenities_item_count,bathrooms_per_bedroom,accommodates_per_bedroom,beds_per_bedroom,availability_30_share,review_scores_avg_quality,reviews_activity_ratio
Private room in home,Private room,2,1.0,1.0,1.0,1.0,2.0,51.53471943817509,-0.2360432254971674,London,t,0,0,0,94,12,12,4,4.67,5.0,4.83,4.75,5.37,55.0,387,70,177,11,1.0,2.0,1.0,0.0,4.835,2.23463687150838
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,4.0,43.6408455,-79.4143193,Toronto,t,17,27,56,197,2,2,2,5.0,5.0,5.0,5.0,2.0,266.0,302,51,925,54,1.0,2.0,1.0,0.0862944162436548,5.0,1.0
Tent,Entire home/apt,4,1.0,1.0,2.0,6.0,6.0,52.32609,-9.27653,Ireland,t,0,0,0,180,2,2,0,5.0,5.0,5.0,5.0,0.45,119.0,498,89,181,9,1.0,4.0,2.0,0.0,5.0,4.444444444444445
Private room in rental unit,Private room,3,1.0,1.0,3.0,58.0,60.0,50.09220007150788,14.430020764842272,Prague,t,0,0,0,49,4,0,0,4.0,4.0,5.0,4.75,0.19,850.0,414,74,168,11,1.0,3.0,3.0,0.0,4.0,21.05263157894737
Entire guest suite,Entire home/apt,12,3.0,3.0,6.0,14.0,16.0,40.06047,18.03908,Puglia,t,0,0,0,153,0,0,0,4.86,4.87,4.88,4.77,0.87,180.0,512,77,932,44,1.0,4.0,2.0,0.0,4.855,27.85923753665689
Entire home,Entire home/apt,8,2.0,4.0,5.0,1.0,1.0,-37.72715,144.57482,Melbourne,t,0,0,0,34,15,15,0,4.6,4.8,4.93,4.6,1.38,223.0,108,21,710,44,0.5,2.0,1.25,0.0,4.699999999999999,10.869565217391305
Entire condo,Entire home/apt,4,2.0,1.0,2.0,93.0,95.0,20.7111803900566,-156.44349181840397,Hawaii,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,217.0,468,80,298,25,2.0,4.0,2.0,0.0821917808219178,4.855,27.85923753665689
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,1.0,-26.41686,152.9118,Sunshine Coast,t,16,37,55,63,193,50,1,4.94,4.95,4.94,4.92,3.05,113.0,496,69,715,43,1.0,3.0,2.0,0.2539682539682539,4.945,63.278688524590166
Private room in rental unit,Private room,2,1.0,1.0,1.0,3.0,3.0,19.4118,-99.14451,Mexico City,t,11,11,37,127,55,12,1,4.82,4.44,4.89,4.8,0.63,350.0,374,59,750,42,1.0,2.0,1.0,0.0866141732283464,4.630000000000001,87.3015873015873
Private room in home,Private room,1,1.0,1.0,1.0,1.0,1.0,43.65717,-79.36724,Toronto,t,30,60,90,365,36,1,0,5.0,4.75,4.86,5.0,0.39,60.0,285,54,263,18,1.0,1.0,1.0,0.0821917808219178,4.875,92.3076923076923
Shared room in aparthotel,Shared room,1,1.0,1.0,1.0,22.0,33.0,25.045305,121.525238,Taipei,t,5,5,5,5,44,14,2,4.98,4.98,4.98,4.98,1.24,394.0,513,87,1001,50,1.0,1.0,1.0,1.0,4.98,35.483870967741936
Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,24.0,27.0,37.97821,23.72648,Athens,t,22,52,57,143,205,9,0,4.88,4.94,4.93,4.86,2.87,67.0,487,88,526,32,1.5,4.0,2.0,0.1538461538461538,4.91,71.42857142857143
Entire guest suite,Entire home/apt,2,1.0,2.0,2.0,1.0,1.0,32.625144958496094,-117.0454559326172,San Diego,t,19,46,74,154,107,20,1,4.92,4.93,4.93,4.89,1.59,97.0,465,78,847,41,0.5,1.0,1.0,0.1233766233766233,4.925,67.29559748427673
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,-37.81782,144.99645,Melbourne,t,0,0,22,291,222,7,0,4.82,4.71,4.94,4.76,2.32,306.0,517,91,881,47,1.0,2.0,1.0,0.0,4.765000000000001,95.6896551724138
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9.0,9.0,35.5194,23.91093,Crete,t,0,0,0,136,0,0,0,4.86,4.87,4.88,4.77,0.87,65.0,475,77,296,18,1.0,2.0,1.0,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3.0,3.0,42.3376382,-71.03912129999999,Boston,t,7,10,18,189,97,94,2,4.85,4.93,4.84,4.72,7.4,156.0,475,82,835,44,1.0,2.0,1.0,0.037037037037037,4.89,13.108108108108109
Entire condo,Entire home/apt,4,1.0,0.0,2.0,97.0,116.0,40.6388374,22.9411742,Thessaloniki,t,26,56,86,361,2,2,0,4.0,4.0,3.5,3.0,0.47,91.0,208,32,245,15,1.0,2.0,1.0,0.0720221606648199,4.0,4.25531914893617
Entire home,Entire home/apt,4,1.0,1.0,3.0,3.0,3.0,36.61646,27.83588,South Aegean,t,1,1,1,95,28,8,0,4.82,4.93,4.96,4.71,0.67,80.0,475,75,1242,65,1.0,4.0,3.0,0.0105263157894736,4.875,41.7910447761194
Room in hotel,Private room,2,1.0,0.0,1.0,143.0,143.0,21.28377,-157.82914,Hawaii,t,22,49,79,79,0,0,0,4.86,4.87,4.88,4.77,0.87,172.0,334,50,229,16,1.0,2.0,1.0,0.2784810126582278,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,2.0,5.0,4.0,6.0,55.69164,12.53033,Copenhagen,t,28,58,88,363,3,0,0,4.67,4.33,4.67,3.33,0.16,466.0,424,76,105,7,0.5,1.0,2.5,0.0771349862258953,4.5,18.75
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1.0,-22.9621,-43.17419,Rio de Janeiro,t,0,8,8,8,21,13,1,4.9,4.76,5.0,4.86,1.27,555.0,400,68,519,30,1.0,4.0,2.0,0.0,4.83,16.53543307086614
Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,4.0,11.0,34.0986,-118.30758,Los Angeles,t,30,60,89,89,22,0,0,4.45,4.64,4.32,4.32,0.37,99.0,341,50,452,31,1.0,2.0,1.0,0.3370786516853932,4.545,59.45945945945946
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,13.0,15.0,44.4906732302864,11.2914814129669,Bologna,t,21,51,69,69,0,0,0,4.86,4.87,4.88,4.77,0.87,353.0,285,48,396,28,0.5,2.0,1.5,0.3043478260869565,4.855,27.85923753665689
Entire rental unit,Entire home/apt,9,2.0,4.0,4.0,3.0,4.0,40.95318,17.29553,Puglia,t,0,0,0,0,2,0,0,5.0,5.0,4.5,4.5,0.05,300.0,484,74,738,44,0.5,2.25,1.0,0.0732394366197183,5.0,40.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9.0,10.0,48.86990446152359,2.3094681275154607,Paris,t,0,27,57,149,2,1,1,5.0,5.0,5.0,5.0,0.14,180.0,281,47,685,42,1.0,2.0,1.0,0.0,5.0,14.285714285714285
Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,1.0,1.0,41.12056426387106,16.78324222085697,Puglia,t,28,58,88,361,0,0,0,4.86,4.87,4.88,4.77,0.87,60.0,527,65,66,5,1.0,3.0,2.0,0.077562326869806,4.855,27.85923753665689
Entire home,Entire home/apt,6,1.5,2.0,2.0,6.0,7.0,35.16539,24.58277,Crete,t,23,53,83,317,26,0,0,4.73,4.23,4.73,4.81,0.49,58.0,479,77,606,36,0.75,3.0,1.0,0.0725552050473186,4.48,53.06122448979592
Entire condo,Entire home/apt,4,1.0,1.0,2.0,62.0,72.0,29.9545479,-90.0743526,New Orleans,t,0,0,0,0,1,0,0,3.0,5.0,5.0,3.0,0.04,209.0,41,8,596,35,1.0,4.0,2.0,0.0732394366197183,4.0,25.0
Private room in home,Private room,4,1.5,1.0,2.0,7.0,8.0,51.46136,-0.08711,London,t,28,57,87,359,87,21,1,4.47,4.64,4.47,4.47,1.46,79.0,518,82,658,41,1.5,4.0,2.0,0.0779944289693593,4.555,59.589041095890416
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,3.0,3.0,37.5457,15.12988,Sicily,t,0,7,37,37,1,1,0,5.0,5.0,5.0,5.0,0.16,70.0,475,80,534,29,1.0,2.0,1.0,0.0,5.0,6.25
Private room in vacation home,Private room,2,1.0,1.0,1.0,1.0,1.0,41.15811,16.76853,Puglia,t,30,60,90,180,14,6,0,4.71,4.71,4.71,4.43,0.35,77.0,432,70,856,44,1.0,2.0,1.0,0.1666666666666666,4.71,40.0
Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,2.0,2.0,56.94525,24.07133,Riga,t,1,16,46,321,149,21,1,4.99,4.98,4.9,4.97,1.51,42.0,492,83,494,30,1.0,4.0,4.0,0.0031152647975077,4.985,98.67549668874172
Dome,Entire home/apt,8,2.5,3.0,5.0,4.0,4.0,36.46172695977904,25.376440525054928,South Aegean,t,0,0,0,209,5,0,0,4.8,5.0,5.0,4.8,0.16,1000.0,0,0,1283,67,0.8333333333333334,2.6666666666666665,1.6666666666666667,0.0,4.9,31.25
Private room in farm stay,Private room,16,1.0,1.0,9.0,1.0,1.0,40.226337885431526,18.44141845853425,Puglia,t,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,37.0,67,11,424,22,1.0,16.0,9.0,0.1078066914498141,4.855,27.85923753665689
Entire rental unit,Entire home/apt,8,3.0,4.0,6.0,84.0,271.0,35.92001,14.49179,Malta,t,24,26,36,216,67,8,0,4.19,4.33,4.87,4.09,0.55,408.0,379,59,705,42,0.75,2.0,1.5,0.1111111111111111,4.26,121.8181818181818
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,3.0,3.0,41.12922,16.86713,Puglia,t,30,60,90,363,1,0,0,5.0,5.0,5.0,5.0,0.02,135.0,418,64,291,17,1.0,3.0,2.0,0.0826446280991735,5.0,50.0
Entire guesthouse,Entire home/apt,3,1.0,2.0,2.0,4.0,5.0,40.27241,18.42917,Puglia,t,0,0,0,222,0,0,0,4.86,4.87,4.88,4.77,0.87,155.0,479,75,215,13,0.5,1.5,1.0,0.0,4.855,27.85923753665689
Entire condo,Entire home/apt,4,1.0,1.0,2.0,16.0,19.0,26.1285815,-80.1039507,Broward County,t,10,24,54,325,24,24,0,4.96,4.92,4.96,4.92,2.04,390.0,512,71,1559,76,1.0,4.0,2.0,0.0307692307692307,4.9399999999999995,11.76470588235294
Private room in townhouse,Private room,1,1.5,1.0,1.0,3.0,8.0,-33.88536,151.21483,Sydney,t,30,60,90,91,2,0,0,5.0,5.0,5.0,5.0,0.03,120.0,529,92,779,46,1.5,1.0,1.0,0.3296703296703296,5.0,66.66666666666667
Private room in rental unit,Private room,1,1.5,1.0,1.0,4.0,4.0,59.92085,10.74995,Oslo,t,30,60,90,365,127,4,1,4.79,4.75,4.85,4.76,0.81,571.0,477,80,815,45,1.5,1.0,1.0,0.0821917808219178,4.77,156.79012345679013
Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,23.0,30.0,-37.8229226,144.9639272,Melbourne,t,16,44,74,75,26,22,0,4.85,4.88,4.96,4.92,1.81,252.0,316,42,990,52,0.6666666666666666,2.0,1.3333333333333333,0.2133333333333333,4.865,14.3646408839779
Entire condo,Entire home/apt,4,1.0,1.0,2.0,79.0,279.0,36.09589,-115.20845,"Clark County, NV",t,0,0,13,119,0,0,0,4.86,4.87,4.88,4.77,0.87,155.0,518,86,582,41,1.0,4.0,2.0,0.0,4.855,27.85923753665689
Entire home,Entire home/apt,6,1.0,2.0,3.0,3.0,3.0,30.28503,-97.77289,Austin,t,22,52,82,357,44,3,0,4.8,4.59,4.95,4.75,0.46,170.0,71,12,458,30,0.5,3.0,1.5,0.0616246498599439,4.695,95.65217391304348
Entire rental unit,Entire home/apt,1,1.0,1.0,2.0,2.0,2.0,19.28936,-99.16304,Mexico City,t,0,16,46,226,15,0,0,5.0,5.0,5.0,5.0,0.21,790.0,515,90,441,24,1.0,1.0,2.0,0.0,5.0,71.42857142857143
Entire home,Entire home/apt,6,1.0,2.0,6.0,4.0,6.0,13.87746,100.59693,Bangkok,t,0,22,51,141,17,17,2,4.59,4.47,4.24,4.59,2.49,691.0,546,92,362,23,0.5,3.0,3.0,0.0,4.529999999999999,6.827309236947791
Private room in condo,Private room,2,1.0,1.0,1.0,2.0,4.0,51.47574,-0.16548,London,t,8,28,58,148,111,30,2,4.72,4.61,4.68,4.68,1.28,52.0,521,81,341,19,1.0,2.0,1.0,0.054054054054054,4.665,86.71875
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,-22.968224674525736,-43.38775869259034,Rio de Janeiro,t,0,0,26,301,0,0,0,4.86,4.87,4.88,4.77,0.87,999.0,423,68,63,6,1.0,2.0,1.0,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,2.0,3.0,37.72687,-122.42178,San Francisco,t,2,32,61,61,13,3,0,4.62,4.23,4.31,4.62,0.14,121.0,230,39,405,27,0.5,2.0,1.0,0.0327868852459016,4.425000000000001,92.85714285714285
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,51.20461,4.42308,Antwerp,t,9,13,14,74,38,20,2,4.97,4.92,4.84,4.89,1.49,106.0,487,86,417,25,1.0,2.0,1.0,0.1216216216216216,4.945,25.503355704697988
Private room in home,Private room,3,2.0,2.0,2.0,3.0,7.0,-33.85019,151.18044,Sydney,t,30,60,90,365,18,0,0,4.83,4.5,5.0,4.78,0.16,117.0,297,49,532,35,1.0,1.5,1.0,0.0821917808219178,4.665,112.5
Entire home,Entire home/apt,8,2.0,4.0,4.0,127.0,200.0,41.702219,2.869368,Girona,t,0,0,0,32,18,2,0,4.89,4.67,4.89,4.67,0.26,100.0,498,77,306,22,0.5,2.0,1.0,0.0,4.779999999999999,69.23076923076923
Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,1.0,1.0,52.51416,13.30659,Berlin,t,11,34,62,74,199,38,1,4.85,4.61,4.88,4.72,2.7,125.0,483,85,1083,59,0.5,2.5,2.0,0.1486486486486486,4.73,73.7037037037037
Private room in home,Private room,2,1.5,1.0,1.0,2.0,4.0,53.37823,-6.2684,Ireland,t,19,49,79,167,7,1,0,4.86,5.0,4.86,4.57,0.09,120.0,348,60,242,16,1.5,2.0,1.0,0.1137724550898203,4.93,77.77777777777779
Entire guesthouse,Entire home/apt,2,1.0,0.0,1.0,1.0,1.0,37.79812983303447,-122.19788584030051,Oakland,t,0,0,0,169,29,9,0,5.0,5.0,4.97,4.93,1.29,120.0,467,80,1248,61,1.0,2.0,1.0,0.0,5.0,22.48062015503876
Private room in home,Private room,2,1.0,1.0,1.0,13.0,13.0,40.01534,18.40483,Puglia,t,29,59,89,236,0,0,0,4.86,4.87,4.88,4.77,0.87,100.0,442,75,187,11,1.0,2.0,1.0,0.1228813559322034,4.855,27.85923753665689
Entire vacation home,Entire home/apt,6,2.0,3.0,7.0,1.0,1.0,40.28774,17.85692,Puglia,t,30,60,90,284,7,1,0,5.0,5.0,4.86,4.57,0.17,250.0,401,59,1141,55,0.6666666666666666,2.0,2.3333333333333335,0.1056338028169014,5.0,41.17647058823529
Room in boutique hotel,Hotel room,2,1.0,1.0,1.0,32.0,33.0,48.88734,2.33571,Paris,t,29,59,82,82,21,5,0,4.52,4.52,4.81,4.38,0.28,101.0,74,12,159,12,1.0,2.0,1.0,0.3536585365853658,4.52,74.99999999999999
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,131.0,180.0,48.17253,16.38028,Vienna,t,1,1,1,1,40,33,1,4.35,4.3,4.55,4.55,2.41,51.0,467,68,682,40,0.5,3.0,1.5,1.0,4.324999999999999,16.59751037344398
Entire home,Entire home/apt,8,3.0,4.0,5.0,2.0,2.0,51.90498,-8.85054,Ireland,t,23,24,24,59,41,4,0,4.73,4.68,4.76,4.71,0.66,300.0,171,24,870,47,0.75,2.0,1.25,0.3898305084745763,4.705,62.12121212121212
Room in hotel,Hotel room,8,4.0,4.0,4.0,2873.0,4538.0,30.33914,-97.70402,Austin,t,0,0,0,0,0,0,0,4.86,4.87,4.88,4.77,0.87,560.0,488,80,387,25,1.0,2.0,1.0,0.0732394366197183,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,5.0,8.0,37.07333,25.13412,South Aegean,t,0,0,0,218,15,6,0,4.67,5.0,4.8,4.47,0.37,295.0,160,28,625,33,1.0,2.0,1.5,0.0,4.835,40.54054054054054
Entire rental unit,Entire home/apt,8,1.0,2.0,3.0,82.0,84.0,32.70871,-97.34678,Fort Worth,t,18,45,73,282,28,28,3,4.61,4.68,4.64,4.68,2.67,92.0,467,66,854,51,0.5,4.0,1.5,0.0638297872340425,4.645,10.486891385767793
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,39.76107,-104.90693,Denver,t,28,58,88,360,15,5,0,4.93,5.0,4.87,4.93,0.56,168.0,330,58,1051,55,1.0,2.0,1.0,0.0777777777777777,4.965,26.785714285714285
Entire home,Entire home/apt,5,1.0,2.0,3.0,1.0,1.0,51.46465,-2.55713,Bristol,t,17,41,71,326,148,41,2,4.53,4.44,4.45,4.36,2.51,89.0,379,63,523,33,0.5,2.5,1.5,0.0521472392638036,4.485,58.964143426294825
Entire home,Entire home/apt,6,2.0,3.0,5.0,36.0,52.0,-38.30001,144.99425,Mornington Peninsula,t,25,55,85,360,39,27,1,4.85,4.77,4.85,4.77,2.09,263.0,507,87,659,40,0.6666666666666666,2.0,1.6666666666666667,0.0694444444444444,4.81,18.66028708133971
Casa particular,Entire home/apt,2,2.0,1.0,1.0,1.0,4.0,-23.02678,-43.49863,Rio de Janeiro,t,29,59,89,89,2,0,0,4.5,3.5,4.5,4.5,0.08,600.0,237,45,543,27,2.0,2.0,1.0,0.3258426966292135,4.0,25.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,16.0,17.0,51.52321,-0.2139,London,t,10,40,70,345,47,15,0,4.64,4.62,4.62,4.55,1.57,178.0,500,78,994,54,0.5,3.0,1.5,0.0289855072463768,4.63,29.936305732484076
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,2.0,2.0,40.9537765,17.2973785,Puglia,t,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,160.0,66,11,98,6,0.5,2.0,1.5,0.0796703296703296,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,3.0,45.77188325087734,4.826446945247318,Lyon,t,6,23,47,221,2,2,0,5.0,5.0,4.5,4.5,0.5,59.0,462,81,363,25,1.0,2.0,1.0,0.0271493212669683,5.0,4.0
Entire rental unit,Entire home/apt,7,2.0,2.0,4.0,2.0,2.0,45.4510364,9.1403324,Milan,t,4,15,22,87,6,6,2,4.83,4.67,4.67,4.83,2.5,82.0,464,83,792,43,1.0,3.5,2.0,0.0459770114942528,4.75,2.4
Entire serviced apartment,Entire home/apt,5,1.0,1.0,1.0,58.0,76.0,1.2967540415161,103.8400103347904,Singapore,t,25,55,85,360,1,1,0,5.0,5.0,5.0,4.0,0.18,270.0,249,39,385,26,1.0,5.0,1.0,0.0694444444444444,5.0,5.555555555555555
Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,3.0,3.0,37.85172,15.29021,Sicily,t,0,0,0,0,129,1,0,4.93,5.0,4.96,4.89,1.13,55.0,216,38,607,36,1.0,1.0,1.0,0.0732394366197183,4.965,114.15929203539824
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,151.0,466.0,32.81446,-96.78999,Dallas,t,13,43,73,348,23,6,1,4.7,4.57,4.74,4.7,0.39,145.0,468,71,890,48,1.0,3.0,2.0,0.0373563218390804,4.635,58.97435897435897
Entire rental unit,Entire home/apt,5,3.0,3.0,3.0,197.0,257.0,35.91154,14.47511,Malta,t,15,43,66,322,9,9,0,4.67,4.89,4.78,4.78,1.27,97.0,235,36,656,38,1.0,1.6666666666666667,1.0,0.046583850931677,4.779999999999999,7.086614173228346
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,841.0,853.0,40.44258,-3.70168,Madrid,t,30,60,90,331,0,0,0,4.86,4.87,4.88,4.77,0.87,389.0,295,51,447,27,1.0,2.0,1.0,0.0906344410876132,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,2.0,3.0,41.98577,-87.6563,Chicago,t,1,1,1,1,26,9,0,4.0,4.42,4.42,3.92,0.45,158.0,423,72,722,46,1.0,2.0,1.0,1.0,4.21,57.77777777777778
Entire villa,Entire home/apt,8,4.0,4.0,5.0,1.0,1.0,36.31605,28.18721,South Aegean,t,0,0,0,160,0,0,0,4.86,4.87,4.88,4.77,0.87,307.0,503,75,1089,58,1.0,2.0,1.25,0.0,4.855,27.85923753665689
Private room in home,Private room,2,1.0,1.0,1.0,48.0,49.0,37.63941769304992,-122.45834963290862,San Mateo County,t,6,34,64,153,15,15,0,4.8,4.8,4.8,4.73,1.88,65.0,448,73,464,24,1.0,2.0,1.0,0.0392156862745098,4.8,7.97872340425532
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,4.0,4.0,51.42382237665752,-0.2064295014813285,London,t,4,4,4,62,3,3,3,5.0,5.0,5.0,5.0,3.0,128.0,60,9,479,30,1.0,2.0,1.0,0.064516129032258,5.0,1.0
Entire vacation home,Entire home/apt,5,1.0,2.0,1.0,4.0,4.0,38.0339355,12.8369475,Sicily,t,0,0,0,212,0,0,0,4.86,4.87,4.88,4.77,0.87,113.0,386,66,236,15,0.5,2.5,0.5,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,-30.9028661,153.0626795,Mid North Coast,t,23,50,64,64,28,28,3,4.93,4.93,4.89,4.86,6.13,147.0,497,86,746,39,1.0,2.0,1.0,0.359375,4.93,4.567699836867863
Entire loft,Entire home/apt,2,1.0,2.0,2.0,1.0,1.0,48.86257,2.35686,Paris,t,10,10,10,10,172,22,5,4.76,4.7,4.96,4.69,1.66,133.0,514,89,699,39,0.5,1.0,1.0,1.0,4.73,103.61445783132532
Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,32.0,42.0,39.84195,3.13006,Mallorca,t,27,34,64,300,16,4,0,4.94,4.75,4.88,4.75,0.25,162.0,469,80,453,33,0.75,2.0,1.0,0.09,4.845000000000001,64.0
Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,3.0,3.0,35.2926546,25.4332822,Crete,t,0,0,0,181,7,2,0,5.0,4.71,4.57,4.86,0.24,88.0,0,0,925,42,1.0,3.0,3.0,0.0,4.855,29.166666666666668
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1.0,1.0,50.8356286,4.3296302,Brussels,t,8,11,15,204,37,37,8,4.65,4.62,4.49,4.68,9.82,86.0,324,57,720,38,0.5,2.0,1.0,0.0392156862745098,4.635,3.7678207739307537
Entire condo,Entire home/apt,4,1.0,1.0,3.0,1.0,3.0,40.46687,17.26606,Puglia,t,6,6,6,97,19,3,0,4.95,5.0,4.53,5.0,0.58,67.0,421,66,750,43,1.0,4.0,3.0,0.0618556701030927,4.975,32.758620689655174
Entire home,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,41.1882,16.67315,Puglia,t,30,60,90,325,2,2,0,5.0,5.0,5.0,5.0,0.54,112.0,307,50,245,15,1.0,2.0,1.0,0.0923076923076923,5.0,3.7037037037037033
Room in hotel,Private room,2,1.0,0.0,2.0,5.0,5.0,26.00973,-80.14695,Broward County,t,29,59,89,179,7,0,0,3.57,4.29,4.57,3.86,0.26,169.0,362,57,358,24,1.0,2.0,1.0,0.1620111731843575,3.93,26.923076923076923
Entire home,Entire home/apt,8,2.0,3.0,3.0,37.0,97.0,36.96596,-121.89497,Santa Cruz County,t,28,55,83,353,10,1,0,4.4,4.7,4.7,3.8,0.25,348.0,155,32,457,30,0.6666666666666666,2.6666666666666665,1.0,0.0793201133144475,4.550000000000001,40.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,1.0,52.34619929999999,4.8910059,Amsterdam,t,29,59,89,272,9,8,0,5.0,4.89,5.0,4.78,0.36,304.0,508,85,928,51,1.0,3.0,2.0,0.1066176470588235,4.945,25.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,48.83577010296908,2.3207778130180494,Paris,t,1,1,30,30,4,4,0,5.0,5.0,5.0,5.0,0.45,145.0,449,74,554,35,1.0,2.0,1.0,0.0333333333333333,5.0,8.88888888888889
Private room in rental unit,Private room,2,1.0,1.0,1.0,9.0,9.0,-42.88677,147.33135,Tasmania,t,6,17,38,274,79,15,0,4.87,4.95,4.97,4.8,1.47,212.0,510,78,361,22,1.0,2.0,1.0,0.0218978102189781,4.91,53.74149659863946
Entire home,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,35.50694,23.96444,Crete,t,0,0,0,124,20,4,0,4.95,5.0,4.85,4.95,0.25,40.0,386,66,674,36,1.0,2.0,1.0,0.0,4.975,80.0
Room in bed and breakfast,Hotel room,2,1.0,1.0,1.0,10.0,10.0,38.16916,12.73532,Sicily,t,0,0,0,105,1,0,0,5.0,4.0,4.0,4.0,0.02,90.0,265,49,292,18,1.0,2.0,1.0,0.0,4.5,50.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,174.0,201.0,49.26814061725438,-123.102182903023,Vancouver,t,12,42,72,347,0,0,0,4.86,4.87,4.88,4.77,0.87,156.0,466,68,760,44,1.0,3.0,2.0,0.0345821325648415,4.855,27.85923753665689
Entire bungalow,Entire home/apt,4,1.0,0.0,2.0,6.0,7.0,-30.29617,153.13215,Mid North Coast,t,12,29,54,298,330,41,2,4.78,4.79,4.83,4.72,4.91,198.0,435,70,568,32,1.0,2.0,1.0,0.0402684563758389,4.785,67.20977596741344
Entire home,Entire home/apt,10,1.0,4.0,5.0,4.0,6.0,43.13244,-77.64013,Rochester,t,29,59,89,89,0,0,0,4.86,4.87,4.88,4.77,0.87,482.0,258,41,214,12,0.25,2.5,1.25,0.3258426966292135,4.855,27.85923753665689
Entire guesthouse,Entire home/apt,5,1.0,1.0,2.0,2.0,2.0,36.27887,-115.21519,"Clark County, NV",t,16,46,76,166,28,3,0,4.89,4.96,4.82,4.89,0.3,106.0,154,31,617,33,1.0,5.0,2.0,0.0963855421686747,4.925,93.33333333333334
Entire home,Entire home/apt,5,2.5,2.0,3.0,3.0,3.0,35.51389430049983,24.010198066270444,Crete,t,27,34,60,288,23,23,2,5.0,5.0,4.83,4.91,2.99,80.0,496,83,1187,59,1.25,2.5,1.5,0.09375,5.0,7.692307692307692
Entire home,Entire home/apt,7,2.0,3.0,4.0,224.0,571.0,39.8406,18.2233,Puglia,t,0,0,30,202,4,3,0,5.0,5.0,5.0,5.0,0.21,237.0,84,19,606,35,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.0,5.0,19.047619047619047
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,274.0,361.0,-27.46093,152.99726,Brisbane,t,9,39,69,344,22,9,0,4.68,4.73,4.82,4.68,1.15,135.0,525,86,606,35,1.0,2.0,1.0,0.0261627906976744,4.705,19.1304347826087
Room in boutique hotel,Private room,4,1.0,1.0,3.0,16.0,16.0,40.8517,14.25979,Naples,t,6,7,7,73,72,13,0,4.93,4.94,4.92,4.86,1.26,173.0,486,81,268,17,1.0,4.0,3.0,0.0821917808219178,4.9350000000000005,57.142857142857146
