property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,total_capacity,bedrooms_per_accommodates,bathrooms_per_accommodates,review_activity_ratio,host_experience_days,days_since_last_review,review_scores_consistency,booking_pressure,description_length,amenities_count
Entire home,Entire home/apt,6,2.5,3.0,7.0,,,f,1.0,2.0,35.586528555967355,24.09140283031242,t,1,31,61,336,1,1,0,5.0,5.0,5.0,5.0,0.21,110.0,42.0,0.4285714285714285,0.3571428571428571,0.007,1267.0,-219.0,0.0,29,0,65
Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,within a day,72%,f,205.0,256.0,48.85638,2.3834,t,11,11,11,174,7,3,0,4.14,4.0,4.71,3.86,0.29,65.0,4.0,0.0,0.3333333333333333,0.0015104166666666,3315.0,-163.0,0.3729499519595983,191,161,7
Private room in home,Private room,2,1.5,1.0,1.0,within a few hours,100%,f,2.0,3.0,30.358549,-97.663025,t,12,42,72,347,0,0,0,,,,,,60.0,2.0,0.3333333333333333,0.5,,1010.0,,,18,340,15
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,a few days or more,0%,f,4.0,4.0,48.17877,11.56679,t,0,0,0,37,2,0,0,5.0,5.0,4.5,4.5,0.02,50.0,2.0,0.3333333333333333,0.3333333333333333,6.079027355623101e-05,4480.0,1218.0,0.2886751345948128,328,178,23
Entire home,Entire home/apt,10,2.0,3.0,6.0,within an hour,100%,t,144.0,225.0,-38.36098,144.757,t,23,53,78,318,31,0,0,4.81,4.58,4.9,4.55,0.54,540.0,60.0,0.2727272727272727,0.1818181818181818,0.01125,3468.0,93.0,0.1718526500620033,47,281,70
Private room in rental unit,Private room,1,,1.0,1.0,within a few hours,100%,f,3.0,3.0,55.6673,12.50546,t,0,0,0,1,15,0,0,4.73,4.67,4.73,4.73,0.11,297.0,1.0,0.5,,0.0003013698630136,4686.0,458.0,0.0300000000000002,364,340,32
Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,t,4.0,5.0,41.15153,-8.61161,t,10,20,44,314,178,25,0,4.85,4.83,4.88,4.85,1.81,66.0,15.0,0.3333333333333333,0.1666666666666666,0.0348076923076923,2546.0,-322.0,0.0206155281280882,51,237,46
Entire condo,Entire home/apt,4,1.0,1.0,3.0,within an hour,95%,f,42.0,185.0,21.27511,-157.821014,t,4,24,46,321,3,0,0,4.0,4.33,4.67,4.67,0.07,244.0,12.0,0.2,0.2,0.0015555555555555,2022.0,190.0,0.3211827102029829,44,515,28
Entire condo,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,t,16.0,17.0,47.61847,-122.3458,t,0,0,13,132,180,46,0,4.94,4.96,4.96,4.86,3.83,792.0,6.0,0.25,0.25,0.0163675213675213,2715.0,-300.0,0.0476095228569521,233,508,58
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,,11.0,11.0,44.83984271321268,-0.5517534583733095,t,30,60,90,365,7,7,0,4.71,4.71,4.71,4.71,0.83,45.0,2.0,0.3333333333333333,0.3333333333333333,0.83,292.0,-340.0,0.0,0,387,42
Entire home,Entire home/apt,4,1.0,2.0,2.0,within a few hours,100%,t,1.0,1.0,35.90516,14.47815,t,17,39,61,223,151,14,0,4.89,4.84,4.72,4.89,2.02,55.0,8.0,0.4,0.2,0.0141258741258741,1902.0,-278.0,0.0802080627701064,142,398,49
Entire condo,Entire home/apt,5,1.0,2.0,1.0,within an hour,100%,f,3.0,3.0,40.9313134,17.3025174,t,5,30,60,60,45,29,2,4.69,4.6,4.56,4.71,2.21,44.0,5.0,0.3333333333333333,0.1666666666666666,0.0072222222222222,3113.0,-349.0,0.0716472842006825,305,516,46
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,17.0,17.0,29.9680539,-90.0624698,t,12,33,59,148,78,30,2,4.71,4.88,4.32,4.64,2.67,232.0,2.0,0.3333333333333333,0.3333333333333333,0.0122477064220183,3264.0,-412.0,0.234431937528429,217,449,39
Entire home,Entire home/apt,6,2.5,3.0,3.0,,,f,1.0,1.0,30.46383,-97.79799,t,0,0,1,276,1,0,0,5.0,5.0,5.0,5.0,0.03,151.0,18.0,0.4285714285714285,0.3571428571428571,0.0003333333333333,2661.0,694.0,0.0,89,498,44
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,t,6.0,6.0,41.14837,-8.60852,t,3,16,46,226,3,3,1,4.67,4.67,5.0,5.0,0.37,36.0,2.0,0.0,0.3333333333333333,0.0026428571428571,-170.0,-405.0,0.1905255888325765,139,361,21
Entire rental unit,Entire home/apt,10,2.5,4.0,7.0,within an hour,100%,f,24.0,81.0,41.40449,2.21304,t,16,37,61,333,51,1,0,4.41,4.31,4.65,4.08,0.43,770.0,70.0,0.3636363636363636,0.2272727272727272,0.013030303030303,3926.0,-153.0,0.2362731470142133,32,276,31
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,f,3.0,3.0,51.63896288589719,-0.1616362854838371,t,25,55,85,85,0,0,0,,,,,,65.0,2.0,0.3333333333333333,0.3333333333333333,,710.0,,,280,505,9
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,f,2.0,2.0,51.51258,-0.18298,t,14,35,35,84,2,2,2,5.0,5.0,5.0,5.0,2.0,119.0,3.0,0.25,0.25,0.0070921985815602,-275.0,-335.0,0.0,281,346,35
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,f,2.0,2.0,41.15093,-8.60261,t,0,1,6,88,54,25,0,4.85,4.91,4.89,4.81,0.77,88.0,4.0,0.2,0.2,0.0027697841726618,2138.0,-366.0,0.0443471156521671,277,512,25
Private room in home,Private room,2,1.5,1.0,2.0,within a day,100%,f,1.0,1.0,-31.8939,115.77057,t,11,41,71,72,30,0,0,4.97,4.93,4.93,4.9,0.51,75.0,4.0,0.3333333333333333,0.5,0.001734693877551,2855.0,57.0,0.0287228132326899,293,259,24
Entire home,Entire home/apt,10,3.0,5.0,7.0,within an hour,96%,f,549.0,1040.0,-38.44837,144.09882,t,15,38,68,278,7,0,0,4.57,4.43,4.86,4.43,0.3,900.0,70.0,0.4545454545454545,0.2727272727272727,0.0034090909090909,2723.0,36.0,0.2027107956342404,87,260,21
Entire home,Entire home/apt,8,2.5,3.0,4.0,within an hour,100%,t,1.0,1.0,30.18291,-97.83289,t,30,60,88,204,39,16,0,4.95,4.92,4.77,4.85,1.05,248.0,32.0,0.3333333333333333,0.2777777777777778,0.0064814814814814,1567.0,-371.0,0.0801560977094072,161,162,26
Entire rental unit,Entire home/apt,3,1.0,0.0,3.0,within an hour,100%,t,2.0,2.0,19.5993217,-155.969909,t,7,13,42,304,66,25,4,4.88,4.91,4.88,4.85,2.49,105.0,9.0,0.0,0.25,0.0401612903225806,1883.0,-425.0,0.0244948974278319,61,436,48
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,f,2.0,2.0,41.41458,2.21942,t,30,57,83,310,2,2,1,5.0,5.0,5.0,5.0,0.25,90.0,2.0,0.3333333333333333,0.3333333333333333,0.0044642857142857,-41.0,-428.0,0.0,55,451,42
Entire rental unit,Entire home/apt,2,0.0,1.0,2.0,within an hour,100%,f,1.0,1.0,51.49710169698184,-0.0602775769363377,t,19,49,79,79,1,1,0,5.0,5.0,5.0,4.0,0.58,125.0,4.0,0.3333333333333333,0.0,0.0020209059233449,2456.0,-295.0,0.5,286,328,44
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,within a day,50%,f,4.0,4.0,40.82327651977539,14.2172269821167,t,20,50,75,156,0,0,0,,,,,,103.0,2.0,0.3333333333333333,0.3333333333333333,,2923.0,,,209,488,12
Private room in guesthouse,Private room,3,1.0,1.0,1.0,within a day,80%,f,7.0,7.0,-23.030913718696205,-43.47795158520568,t,1,3,3,273,27,13,0,4.85,4.67,4.96,4.81,1.33,241.0,3.0,0.25,0.25,0.0143010752688172,514.0,-324.0,0.1198262631201246,92,300,22
Entire home,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,f,2.0,2.0,-38.39431,142.50484,t,6,11,17,17,22,4,0,4.86,4.91,4.86,4.82,0.44,261.0,15.0,0.3333333333333333,0.1666666666666666,0.0012607449856733,3101.0,-123.0,0.0368555739791599,348,475,54
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,t,1.0,1.0,40.13053972639565,18.473871225419963,t,30,60,90,280,39,11,0,4.97,4.95,4.77,4.92,1.26,75.0,8.0,0.2,0.2,0.0146511627906976,599.0,-292.0,0.0906917857360854,85,457,36
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,99%,f,39.0,40.0,40.74682,-74.18978,t,29,59,89,179,61,5,0,4.72,4.74,4.61,4.7,0.87,87.0,2.0,0.3333333333333333,0.3333333333333333,0.0046524064171122,1950.0,-318.0,0.0573730482601948,186,500,53
Entire villa,Entire home/apt,9,2.0,3.0,4.0,within an hour,100%,t,1.0,1.0,35.56006,24.09149,t,28,58,88,322,34,8,0,5.0,5.0,4.97,5.0,0.43,140.0,36.0,0.3,0.2,0.0097727272727272,3363.0,-272.0,0.0150000000000001,43,239,60
Entire condo,Entire home/apt,3,1.0,1.0,2.0,within an hour,94%,f,1.0,14.0,26.13341,-80.10601,t,28,58,88,363,109,79,10,4.61,4.76,4.89,4.67,1.74,351.0,6.0,0.25,0.25,0.58,2075.0,-356.0,0.1217579566188589,2,470,35
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,t,2.0,2.0,48.87256442954386,2.3092243145752347,t,20,50,80,244,24,23,4,5.0,4.92,5.0,4.92,1.96,147.0,8.0,0.2,0.2,0.0160655737704918,2380.0,-340.0,0.0461880215351701,121,408,40
Room in bed and breakfast,Hotel room,3,1.0,1.0,2.0,within an hour,100%,f,3.0,3.0,41.22506,16.29387,t,29,59,89,364,0,0,0,,,,,,79.0,6.0,0.25,0.25,,1653.0,,,1,499,15
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,t,1.0,1.0,35.33683776855469,25.133623123168945,t,27,55,58,58,96,45,1,4.9,4.91,4.94,4.84,2.96,47.0,2.0,0.3333333333333333,0.3333333333333333,0.0096103896103896,2809.0,-335.0,0.0419324854180306,307,413,44
Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,within a day,100%,f,1.0,1.0,39.75319,-104.99228,t,0,0,0,152,0,0,0,,,,,,130.0,8.0,0.2,0.3,,3520.0,,,213,500,14
Entire villa,Entire home/apt,4,1.5,1.0,0.0,within a day,95%,f,679.0,798.0,40.78389368361336,17.23789165337596,t,28,58,88,361,0,0,0,,,,,,997.0,0.0,0.2,0.3,,700.0,,,4,389,11
Entire loft,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,1.0,2.0,48.86232,2.35785,t,18,18,18,18,12,5,1,4.75,4.5,4.92,4.42,0.16,125.0,2.0,0.3333333333333333,0.3333333333333333,0.0004597701149425,3892.0,-339.0,0.2296918225216851,347,0,35
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,99%,f,5265.0,5469.0,41.89678629999999,-87.6317246,t,1,1,1,1,2,1,0,4.5,5.0,5.0,3.5,0.09,217.0,2.0,0.3333333333333333,0.3333333333333333,0.0002465753424657,2572.0,-120.0,0.7071067811865476,364,305,33
Entire rental unit,Entire home/apt,16,2.5,3.0,12.0,within an hour,100%,f,43.0,69.0,37.9932526,23.7279769,t,30,60,90,264,2,2,0,3.0,3.0,2.5,3.0,0.26,205.0,192.0,0.1764705882352941,0.1470588235294117,0.0025490196078431,2608.0,-143.0,0.25,101,100,34
Private room in home,Private room,2,1.5,1.0,1.0,within a few hours,100%,t,5.0,7.0,-27.51875,153.01271,t,10,40,70,131,39,21,2,4.92,4.82,4.95,4.9,1.63,68.0,2.0,0.3333333333333333,0.5,0.0069361702127659,2830.0,-414.0,0.0556027577253741,234,67,30
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,f,11.0,11.0,51.5146095,-0.1360685,t,21,41,41,42,3,3,0,3.33,3.67,4.67,3.33,0.61,136.0,4.0,0.2,0.2,0.0018827160493827,-161.0,-287.0,0.6339295439295022,323,491,20
Entire condo,Entire home/apt,4,1.5,1.0,2.0,within an hour,100%,f,1.0,1.0,40.8525202,14.2496436,t,16,29,52,217,19,10,0,5.0,5.0,4.84,4.95,0.8,91.0,8.0,0.2,0.3,0.0053691275167785,329.0,-378.0,0.0754431353183752,148,511,39
Entire home,Entire home/apt,6,1.0,3.0,4.0,within an hour,100%,t,3.0,3.0,38.02649,12.88266,t,29,59,89,364,28,7,0,4.82,4.93,4.78,4.75,0.27,110.0,24.0,0.4285714285714285,0.1428571428571428,0.135,3189.0,-244.0,0.0787400787401179,1,253,29
Private room in bed and breakfast,Private room,2,1.0,1.0,10.0,,,f,3.0,3.0,40.3572,18.17239,t,29,59,89,364,13,1,0,4.77,4.92,5.0,4.83,0.12,70.0,20.0,0.3333333333333333,0.3333333333333333,0.06,3756.0,-235.0,0.1009950493836209,1,242,32
Farm stay,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,t,1.0,1.0,19.59589,-155.0952,t,11,33,63,153,57,11,1,4.96,4.88,4.91,4.98,1.31,76.0,2.0,0.3333333333333333,0.3333333333333333,0.006150234741784,938.0,-408.0,0.0457347424467076,212,455,46
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,t,6.0,6.0,40.6387259,22.9369442,t,14,32,62,337,4,4,0,4.75,4.75,4.5,5.0,0.42,89.0,8.0,0.2,0.2,0.0144827586206896,90.0,-280.0,0.2041241452319315,28,482,25
Private room in home,Private room,3,1.0,1.0,2.0,within a few hours,100%,f,3.0,3.0,45.4424764,12.334804,t,29,59,89,269,0,0,0,,,,,,149.0,6.0,0.25,0.25,,1619.0,,,96,471,7
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,within an hour,98%,f,16.0,18.0,45.53314899999999,-73.61525979999999,t,27,49,78,285,20,20,1,4.15,4.45,4.8,4.1,2.64,53.0,4.0,0.3333333333333333,0.3333333333333333,0.0325925925925926,54.0,-418.0,0.3227486121839513,80,350,8
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,f,71.0,99.0,37.7856,-122.41443,t,28,58,88,363,0,0,0,,,,,,87.0,2.0,0.0,0.3333333333333333,,4032.0,,,2,377,20
Entire condo,Entire home/apt,6,2.0,2.0,4.0,within an hour,100%,t,113.0,115.0,21.2840457,-157.8387358,t,4,15,28,269,31,28,3,4.87,4.9,4.84,4.55,2.1,560.0,24.0,0.2857142857142857,0.2857142857142857,0.0216494845360824,3050.0,-432.0,0.1618641405623866,96,462,65
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,within a day,100%,f,2.0,6.0,35.50847,23.97353,t,30,36,46,257,20,7,0,4.75,4.7,4.7,4.75,0.29,40.0,2.0,0.3333333333333333,0.3333333333333333,0.0026605504587155,3535.0,-256.0,0.0288675134594811,108,508,61
Entire home,Entire home/apt,2,1.0,1.0,1.0,,,f,1.0,1.0,44.94563,-0.5374,t,0,0,0,0,13,0,0,4.62,4.38,4.69,4.69,0.18,60.0,2.0,0.3333333333333333,0.3333333333333333,0.0004918032786885,1921.0,427.0,0.1470827431527349,365,276,37
Entire cabin,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,t,1.0,1.0,19.494498576784544,-155.16674604266882,t,1,6,18,197,142,53,5,4.94,4.95,4.9,4.94,4.55,185.0,18.0,0.2857142857142857,0.1428571428571428,0.0269230769230769,2130.0,-423.0,0.0221735578260834,168,494,52
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a day,92%,f,467.0,552.0,40.42018133282267,-3.698403441308858,t,0,0,0,31,0,0,0,,,,,,104.0,2.0,0.3333333333333333,0.3333333333333333,,732.0,,,334,405,12
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,t,29.0,31.0,32.75404899185599,-97.3296662751674,t,23,46,66,154,190,47,8,4.91,4.94,4.91,4.92,4.28,137.0,2.0,0.0,0.3333333333333333,0.020188679245283,1054.0,-426.0,0.014142135623731,211,509,38
Entire home,Entire home/apt,5,1.5,2.0,5.0,,,f,1.0,3.0,41.39924,-71.82524,t,14,44,74,254,4,4,0,5.0,5.0,4.25,5.0,0.35,312.0,25.0,0.3333333333333333,0.25,0.0031249999999999,2979.0,-211.0,0.375,111,393,77
Private room in home,Private room,2,1.0,1.0,1.0,within a few hours,100%,f,1.0,1.0,51.4961935,-0.0386166,t,23,53,83,83,43,13,0,4.79,4.63,4.88,4.56,1.57,86.0,2.0,0.3333333333333333,0.3333333333333333,0.005547703180212,2055.0,-287.0,0.1461734129952047,282,467,52
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,t,1.0,1.0,38.8959505,-76.97848069999999,t,9,20,38,121,167,100,2,4.8,4.87,4.62,4.77,7.2,94.0,2.0,0.3333333333333333,0.3333333333333333,0.0293877551020408,2717.0,-412.0,0.1053565375285273,244,368,41
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,within a day,90%,f,14.0,14.0,-27.46318,153.02912,t,20,46,72,344,153,17,1,4.55,4.45,4.84,4.64,1.05,137.0,2.0,0.3333333333333333,0.3333333333333333,0.0477272727272727,4162.0,-405.0,0.1659317128620484,21,0,22
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,6.0,7.0,-22.9090653,-43.178308,t,23,53,79,350,30,30,4,4.7,4.73,4.9,4.67,8.11,356.0,2.0,0.3333333333333333,0.3333333333333333,0.506875,-203.0,-358.0,0.1029563014098701,15,475,24
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,57.0,67.0,51.50305,-0.07506,t,6,31,48,83,0,0,0,,,,,,130.0,2.0,0.3333333333333333,0.3333333333333333,,153.0,,,282,498,40
Entire home,Entire home/apt,12,3.0,3.0,7.0,within an hour,99%,f,205.0,376.0,35.47894,-82.51026,t,30,60,88,363,75,5,0,4.72,4.63,4.87,4.67,1.38,296.0,84.0,0.2307692307692307,0.2307692307692307,0.4599999999999999,699.0,-210.0,0.1050000000000001,2,0,34
Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,within an hour,100%,t,2.0,2.0,-22.96788,-43.1836,t,0,7,28,51,86,30,4,4.99,4.97,4.99,4.85,1.46,543.0,9.0,0.25,0.25,0.0046349206349206,1492.0,-348.0,0.067330032922414,314,419,12
Entire home,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,t,1.0,1.0,34.17325179472668,-118.44699731810924,t,1,2,23,291,24,24,0,4.92,4.92,4.75,4.71,2.76,143.0,8.0,0.2,0.2,0.0368,664.0,-386.0,0.1109053650640941,74,506,54
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,t,7.0,7.0,40.41138,-3.69471,t,0,0,0,264,3,3,1,5.0,5.0,5.0,4.33,0.97,53.0,2.0,0.3333333333333333,0.3333333333333333,0.0095098039215686,2856.0,-414.0,0.3349999999999999,101,454,29
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,t,2.0,2.0,19.43256,-99.18042,t,0,0,0,210,11,0,0,4.91,4.82,5.0,4.73,0.15,950.0,2.0,0.3333333333333333,0.3333333333333333,0.0009615384615384,3045.0,407.0,0.1161895003862223,155,304,38
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,f,1.0,1.0,-22.97389,-43.18578,t,7,31,55,55,84,19,1,4.67,4.8,4.94,4.65,1.15,581.0,8.0,0.2,0.2,0.0036977491961414,2729.0,-334.0,0.1342882471898913,310,493,33
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,f,2.0,2.0,-33.889510262360915,151.2798225134611,t,14,30,51,321,15,15,4,4.67,4.4,5.0,4.6,3.95,209.0,2.0,0.0,0.3333333333333333,0.0877777777777777,355.0,-425.0,0.2494493936653283,44,366,38
Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,within a few hours,100%,t,1.0,1.0,48.867489,2.38356,t,2,2,2,72,43,11,2,4.74,4.35,4.86,4.72,1.42,100.0,2.0,0.3333333333333333,0.5,0.0048299319727891,3292.0,-329.0,0.2205107707119997,293,177,23
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,1.0,1.0,51.47066,-0.14947,t,29,59,89,89,6,1,0,5.0,5.0,5.0,4.83,0.06,137.0,2.0,0.3333333333333333,0.3333333333333333,0.0002166064981949,2879.0,-160.0,0.0849999999999999,276,465,27
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,1.0,1.0,19.942750374931183,-155.78741572597883,t,11,36,48,126,28,19,4,4.75,4.89,4.93,4.71,1.7,115.0,2.0,0.3333333333333333,0.3333333333333333,0.0070833333333333,3048.0,-433.0,0.1064581294844752,239,286,53
Entire condo,Entire home/apt,8,2.0,2.0,4.0,within an hour,100%,t,43.0,50.0,36.15262,-86.75405,t,15,27,49,229,33,30,2,4.88,4.91,4.3,4.76,2.44,175.0,32.0,0.2222222222222222,0.2222222222222222,0.0178102189781021,1079.0,-420.0,0.2825331838917334,136,542,52
Entire condo,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,t,2.0,2.0,-22.979168,-43.191231,t,1,1,1,167,79,22,3,4.97,4.96,4.85,4.92,2.29,900.0,6.0,0.25,0.25,0.0115075376884422,719.0,-359.0,0.0544671154612273,198,497,45
Entire rental unit,Entire home/apt,3,1.0,3.0,3.0,within a few hours,68%,f,22.0,48.0,40.39417870313141,-3.6645712467743374,t,0,0,27,302,2,0,0,4.5,4.5,3.5,3.5,0.12,127.0,9.0,0.75,0.25,0.001875,3414.0,54.0,0.5773502691896257,63,244,15
Entire rental unit,Entire home/apt,6,1.0,3.0,5.0,within an hour,100%,f,68.0,77.0,42.11619,3.1311,t,0,0,0,35,3,3,0,4.67,4.33,4.33,4.33,0.59,134.0,30.0,0.4285714285714285,0.1428571428571428,0.0017824773413897,2503.0,-243.0,0.1699999999999999,330,0,1
Entire townhouse,Entire home/apt,6,2.5,2.0,3.0,within an hour,100%,t,3.0,3.0,38.888715092615264,-76.99459713163297,t,6,6,6,6,14,14,0,5.0,5.0,5.0,5.0,1.76,548.0,18.0,0.2857142857142857,0.3571428571428571,0.0048888888888888,2621.0,-367.0,0.0,359,497,44
Private room in home,Private room,1,1.0,1.0,1.0,within a day,100%,t,10.0,10.0,40.65672,-73.91738,t,30,60,90,90,9,1,0,5.0,5.0,5.0,5.0,0.14,54.0,1.0,0.5,0.5,0.0005072463768115,2671.0,-120.0,0.0,275,0,43
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,t,1.0,2.0,-22.9671394,-43.18192699999999,t,22,51,51,81,16,16,1,4.94,5.0,4.94,4.88,1.4,474.0,2.0,0.3333333333333333,0.3333333333333333,0.0049122807017543,1527.0,-336.0,0.0489897948556636,284,521,35
Private room in rental unit,Private room,1,1.5,1.0,1.0,,,f,20.0,35.0,38.7113,-9.14414,t,25,55,81,171,310,40,1,4.89,4.87,4.89,4.79,3.23,39.0,1.0,0.5,0.75,0.0165641025641025,3058.0,-414.0,0.0476095228569521,194,525,12
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,f,5.0,6.0,33.95221,-118.30441,t,12,42,72,347,208,0,0,4.68,4.62,4.57,4.63,1.94,110.0,12.0,0.4,0.2,0.1021052631578947,3052.0,521.0,0.0450924975282287,18,457,35
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,99%,f,133.0,157.0,40.46358289197492,-3.68837760664193,t,20,50,80,355,7,7,1,4.43,4.71,4.86,4.43,0.98,136.0,2.0,0.3333333333333333,0.3333333333333333,0.0890909090909091,991.0,-406.0,0.2139119756660048,10,498,33
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,t,5.0,5.0,40.633823918761,22.94205201045076,t,12,35,61,244,3,3,0,5.0,5.0,5.0,5.0,0.5,123.0,2.0,0.3333333333333333,0.3333333333333333,0.0040983606557377,-156.0,-212.0,0.0,121,477,40
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,t,19.0,23.0,37.365761089953175,-121.82443583549572,t,12,42,72,346,5,3,0,4.6,4.4,4.2,4.4,0.28,50.0,2.0,0.3333333333333333,0.3333333333333333,0.014,2233.0,-187.0,0.163299316185545,19,335,35
Private room in rental unit,Private room,2,6.0,1.0,1.0,,,f,1.0,1.0,48.8830386,2.3932001,,29,59,89,269,0,0,0,,,,,,128.0,2.0,0.3333333333333333,2.0,,151.0,,,96,0,8
Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,within an hour,100%,f,22.0,24.0,51.37017122560127,-0.0996417764461754,t,7,11,35,205,15,15,1,4.73,4.6,4.27,4.53,1.5,97.0,16.0,0.2,0.2,0.0093167701863354,28.0,-315.0,0.1936276495407274,160,423,45
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,a few days or more,0%,f,1.0,1.0,48.86749192400202,2.346704415212455,t,30,60,90,365,0,0,0,,,,,,121.0,2.0,0.3333333333333333,0.3333333333333333,,1021.0,,,0,313,5
Entire loft,Entire home/apt,4,1.5,2.0,2.0,within an hour,100%,t,1.0,5.0,48.87461,2.38204,t,11,29,54,202,150,48,5,4.81,4.82,4.67,4.63,1.28,131.0,8.0,0.4,0.3,0.0078048780487804,4076.0,-336.0,0.0967384790728763,163,430,47
Entire condo,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,,6.0,7.0,36.44907774835417,28.220566464418035,t,16,46,76,324,35,13,0,5.0,4.94,4.97,4.94,1.14,96.0,12.0,0.4,0.2,0.0271428571428571,3403.0,-295.0,0.0287228132326899,41,0,65
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,,,f,4.0,4.0,37.927876,12.325606,t,29,59,89,364,0,0,0,,,,,,110.0,2.0,0.3333333333333333,0.3333333333333333,,959.0,,,1,426,9
Private room in rental unit,Private room,1,1.0,1.0,1.0,,,f,1.0,1.0,40.46043,17.25054,t,27,57,87,177,0,0,0,,,,,,35.0,1.0,0.5,0.5,,2249.0,,,188,57,8
Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,within an hour,94%,f,8.0,10.0,45.73428074661434,4.824388331373954,t,25,54,78,164,10,10,0,4.8,4.8,4.8,4.7,1.81,167.0,8.0,0.4,0.3,0.0089603960396039,2069.0,-384.0,0.0499999999999998,201,483,24
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,69.0,80.0,-33.88003142902242,151.2040203459741,t,19,49,79,82,28,28,2,4.46,4.61,4.96,4.36,2.39,136.0,2.0,0.3333333333333333,0.3333333333333333,0.0084154929577464,262.0,-408.0,0.262599187609812,283,468,35
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,,,f,1.0,1.0,37.75981,13.01108,t,28,58,88,363,1,1,0,5.0,5.0,5.0,5.0,0.22,80.0,6.0,0.25,0.25,0.0733333333333333,154.0,-227.0,0.0,2,484,29
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,f,8.0,9.0,38.74571546035694,-9.171036770445582,t,18,38,61,309,1,1,0,5.0,5.0,5.0,5.0,0.11,114.0,4.0,0.2,0.2,0.0019298245614035,-7.0,-154.0,0.0,56,431,26
