property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_bedroom,amenities_count,host_tenure_days,description_len,availability_30_ratio,days_since_last_review
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,1.0,1.0,45.4505729675293,9.179946899414062,True,17,39,56,288,159,15,0,4.79,4.75,4.89,4.62,1.88,83.0,1.0,50,3591.0,479,0.5666666666666667,69.0
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,within an hour,88%,False,160.0,189.0,-30.88447,153.03855,True,10,22,43,133,0,0,0,4.86,4.87,4.88,4.77,0.87,160.0,1.5,10,835.0,60,0.3333333333333333,unknown
Private room in home,Private room,1,2.0,1.0,1.0,within an hour,100%,True,32.0,33.0,-33.95111,18.46976,True,29,59,89,269,3,1,1,5.0,5.0,5.0,5.0,0.11,381.0,1.0,12,3286.0,185,0.9666666666666668,104.0
Entire condo,Entire home/apt,2,1.5,1.0,1.0,missing,missing,False,2.0,2.0,37.536663,25.16445,True,29,59,89,179,2,0,0,5.0,5.0,5.0,4.5,0.05,250.0,1.0,45,1363.0,421,0.9666666666666668,1341.0
Entire rental unit,Entire home/apt,7,2.0,4.0,5.0,within an hour,100%,False,10.0,10.0,40.42497,-3.67479,True,7,18,48,323,86,30,3,4.69,4.72,4.86,4.56,2.45,308.0,1.25,35,1192.0,172,0.2333333333333333,18.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,missing,missing,False,1.0,1.0,48.19333,16.38689,True,4,4,4,4,5,0,0,4.4,4.8,4.6,4.6,0.32,67.0,1.0,12,984.0,422,0.1333333333333333,436.0
Private room in rental unit,Private room,2,1.0,0.0,1.0,a few days or more,33%,False,7.0,7.0,39.48489259344535,-0.3842960305271857,True,1,1,1,1,2,2,0,3.0,3.0,4.5,3.0,0.47,270.0,unknown,13,316.0,137,0.0333333333333333,121.0
Entire condo,Entire home/apt,7,2.0,2.0,3.0,within an hour,100%,False,1.0,1.0,40.04890441894531,18.003231048583984,True,30,60,90,91,18,7,0,4.33,4.33,4.61,4.17,0.61,60.0,1.5,57,1390.0,0,1.0,150.0
Private room in rental unit,Private room,2,1.0,1.0,2.0,a few days or more,40%,False,40.0,60.0,41.87082,-87.65771,True,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,45.0,2.0,25,242.0,510,1.0,unknown
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within a day,90%,False,147.0,283.0,41.82985,3.07608,True,0,0,0,197,0,0,0,4.86,4.87,4.88,4.77,0.87,112.0,1.5,8,2905.0,253,0.0,unknown
Private room in condo,Private room,2,1.0,1.0,1.0,within an hour,98%,True,24.0,34.0,25.036583030864296,121.576952528749,True,26,56,86,177,1,1,0,5.0,5.0,4.0,5.0,0.29,997.0,1.0,35,305.0,440,0.8666666666666667,177.0
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,False,3.0,3.0,45.50798,-122.6267,True,1,31,61,336,85,1,0,4.98,4.95,5.0,4.89,1.03,115.0,2.0,34,3190.0,365,0.0333333333333333,306.0
Private room in hostel,Private room,2,1.0,1.0,1.0,within an hour,98%,False,134.0,495.0,38.79787,-9.38831,True,27,57,87,359,5,5,0,4.6,4.8,4.8,4.8,0.48,49.0,1.0,13,4769.0,476,0.9,121.0
Entire condo,Entire home/apt,4,2.0,2.0,6.0,within an hour,100%,True,2.0,2.0,-22.97422,-43.38318,True,21,51,64,117,37,15,0,4.95,4.95,4.89,4.84,0.45,771.0,3.0,35,2959.0,369,0.7,117.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,96%,False,4.0,4.0,48.85048346994608,2.3202897497553687,True,9,17,26,278,6,6,3,5.0,4.83,4.83,4.83,2.69,263.0,1.5,30,245.0,229,0.3,105.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,2.0,2.0,59.935270986757175,10.813363745490298,True,12,28,53,217,65,54,3,4.77,4.78,4.71,4.68,4.63,897.0,1.0,39,3541.0,404,0.4,88.0
Entire vacation home,Entire home/apt,10,2.0,4.0,7.0,within an hour,100%,False,2.0,6.0,-33.92029,151.10362,True,13,34,64,154,38,24,1,4.66,4.66,4.34,4.74,2.01,304.0,1.75,40,863.0,510,0.4333333333333333,34.0
Private room in rental unit,Private room,1,2.0,1.0,1.0,within a day,86%,False,103.0,182.0,1.28513,103.84156,True,26,56,86,361,1,0,0,3.0,3.0,5.0,4.0,0.02,59.0,1.0,27,4675.0,382,0.8666666666666667,1923.0
Private room in bed and breakfast,Private room,2,1.0,0.0,1.0,missing,missing,False,3.0,3.0,36.86861,14.85294,True,0,0,0,0,4,0,0,5.0,5.0,5.0,5.0,0.05,115.0,unknown,11,2662.0,456,0.0,1303.0
Entire guesthouse,Entire home/apt,6,1.0,3.0,0.0,missing,missing,False,1.0,1.0,48.82408,2.34113,True,0,0,0,158,2,2,0,5.0,5.0,5.0,5.0,0.37,275.0,0.0,7,347.0,485,0.0,236.0
Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,within an hour,97%,False,26.0,28.0,45.481711423914255,-73.6253772332491,True,27,57,81,86,41,41,1,4.8,4.78,4.66,4.83,4.51,60.0,0.0,11,890.0,537,0.9,26.0
Room in aparthotel,Private room,3,1.0,1.0,1.0,within an hour,100%,True,34.0,142.0,36.11774,-115.17017,True,0,0,5,5,5,0,0,5.0,5.0,5.0,5.0,0.1,335.0,1.0,56,3240.0,487,0.0,397.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,1.0,1.0,48.88481367585946,2.3405656591057777,True,12,24,54,78,6,4,0,5.0,5.0,5.0,4.83,0.41,240.0,1.0,40,4238.0,498,0.4,158.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,80%,False,2.0,3.0,45.44924,9.18109,True,21,50,80,341,0,0,0,4.86,4.87,4.88,4.77,0.87,114.0,2.0,37,718.0,422,0.7,unknown
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,missing,missing,False,1.0,2.0,48.88236675715914,2.3362123730163686,True,0,0,29,209,0,0,0,4.86,4.87,4.88,4.77,0.87,190.0,2.0,30,3503.0,185,0.0,unknown
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,1.0,1.0,48.89494,2.34932,True,0,0,6,96,0,0,0,4.86,4.87,4.88,4.77,0.87,80.0,1.0,18,4030.0,234,0.0,unknown
Entire home,Entire home/apt,10,2.0,4.0,6.0,within an hour,100%,False,498.0,953.0,51.34910499999999,-0.1020532,True,22,52,82,357,8,8,3,4.38,4.38,4.5,4.38,2.5,160.0,1.5,34,3655.0,482,0.7333333333333333,103.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,missing,missing,False,1.0,1.0,45.70659,9.59293,True,29,59,89,364,9,0,0,4.44,4.78,4.44,4.44,0.43,150.0,1.0,32,764.0,47,0.9666666666666668,630.0
Private room in rental unit,Private room,2,1.0,1.0,2.0,missing,missing,False,1.0,1.0,-22.97004,-43.39588,True,28,58,88,363,10,2,0,5.0,4.9,5.0,4.8,0.1,809.0,2.0,8,3158.0,274,0.9333333333333332,173.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,True,6.0,15.0,51.51155860000001,-0.1180704,True,1,25,50,315,16,7,0,4.81,4.88,5.0,4.44,1.05,232.0,1.5,46,2077.0,389,0.0333333333333333,354.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,missing,missing,False,3.0,3.0,37.54461,25.1903,True,30,60,90,365,7,2,0,4.71,4.71,4.86,4.43,0.08,110.0,1.5,20,4059.0,64,1.0,216.0
Entire vacation home,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,True,2.0,2.0,-26.80777,153.12336,True,14,39,69,170,71,28,1,4.76,4.86,4.86,4.85,0.61,170.0,1.5,35,3915.0,340,0.4666666666666667,47.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,False,1.0,1.0,-23.010634415341983,-43.36319703608751,True,13,33,63,159,0,0,0,4.86,4.87,4.88,4.77,0.87,983.0,2.0,46,1374.0,464,0.4333333333333333,unknown
Private room in rental unit,Private room,2,1.0,1.0,1.0,a few days or more,0%,False,1.0,1.0,52.51826,13.33152,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,85.0,1.0,35,1005.0,380,0.9666666666666668,unknown
Entire home,Entire home/apt,16,4.0,12.0,17.0,within a day,100%,False,46.0,48.0,37.9978361,23.732058,True,0,0,0,51,1,0,0,5.0,5.0,5.0,5.0,0.06,700.0,1.4166666666666667,7,3189.0,507,0.0,601.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,True,6.0,6.0,35.51292,24.01126,True,18,22,50,218,8,5,0,4.75,5.0,4.88,4.75,0.38,45.0,1.0,45,772.0,388,0.6,214.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,2.0,2.0,38.7126,-9.13017,True,10,16,21,225,142,15,0,4.27,4.08,4.62,4.19,3.05,84.0,1.0,41,3988.0,456,0.3333333333333333,209.0
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,True,8.0,9.0,37.79042,-122.19516,True,30,60,87,162,17,0,0,4.94,4.94,4.71,4.88,0.26,66.0,1.0,31,2309.0,236,1.0,474.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,missing,missing,True,3.0,3.0,43.31253,-2.00381,True,29,59,89,89,5,2,0,5.0,5.0,5.0,4.8,0.28,92.0,1.0,15,3329.0,274,0.9666666666666668,238.0
Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,missing,missing,False,1.0,1.0,38.12083,15.07204,True,0,27,57,57,0,0,0,4.86,4.87,4.88,4.77,0.87,50.0,2.0,10,2678.0,392,0.0,unknown
Entire home,Entire home/apt,6,2.0,3.0,3.0,within an hour,95%,False,262.0,1064.0,52.35727,-8.72837,True,30,60,90,358,1,0,0,5.0,5.0,5.0,5.0,0.07,59.0,1.0,18,2251.0,107,1.0,503.0
Entire rental unit,Entire home/apt,3,1.5,1.0,1.0,within an hour,100%,False,1.0,4.0,38.70772,-9.1482,True,7,8,10,20,85,51,1,4.91,4.98,4.85,4.86,3.89,98.0,1.0,42,4109.0,479,0.2333333333333333,34.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,93%,False,1.0,1.0,43.643238877281775,-79.38066167216145,True,23,53,83,175,55,55,4,4.78,4.82,4.95,4.73,4.51,266.0,1.0,45,373.0,453,0.7666666666666667,19.0
Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,within an hour,98%,False,125.0,141.0,39.47002,-0.39169,True,8,13,15,15,68,2,0,4.68,4.65,4.6,4.65,0.8,170.0,1.0,29,2900.0,464,0.2666666666666666,271.0
Entire guest suite,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,True,1.0,1.0,-26.74798,153.13216,True,1,1,15,15,75,26,0,4.97,4.93,4.96,4.96,2.31,126.0,1.0,16,2795.0,477,0.0333333333333333,89.0
Entire townhouse,Entire home/apt,8,2.0,3.0,5.0,within a few hours,100%,True,5.0,9.0,51.52089,-0.20854,True,0,0,0,222,70,11,1,4.9,4.9,4.86,4.76,0.93,890.0,1.6666666666666667,76,2437.0,550,0.0,107.0
Entire rental unit,Entire home/apt,8,1.0,2.0,7.0,within a day,85%,False,11.0,13.0,46.52899,6.76932,True,0,0,0,0,9,2,0,4.67,4.56,3.89,4.67,0.2,184.0,3.5,25,4003.0,460,0.0,191.0
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,1.0,1.0,-26.78073,153.1061,True,19,44,71,72,354,41,3,4.97,4.98,4.9,4.96,3.29,130.0,1.0,52,3982.0,463,0.6333333333333333,34.0
Entire guest suite,Entire home/apt,4,1.0,2.0,2.0,within a few hours,100%,True,1.0,1.0,48.44935,-123.3294,True,10,27,47,47,227,62,3,4.81,4.91,4.82,4.81,2.73,126.0,1.0,31,3177.0,460,0.3333333333333333,31.0
Entire home,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,True,1.0,3.0,43.71727,-79.23451,True,0,0,28,108,8,3,0,4.88,4.88,4.88,4.63,0.36,65.0,2.0,19,849.0,113,0.0,42.0
Entire rental unit,Entire home/apt,12,2.0,6.0,6.0,within an hour,97%,False,374.0,560.0,48.88137,2.28644,True,13,13,13,13,0,0,0,4.86,4.87,4.88,4.77,0.87,316.0,1.0,16,1022.0,93,0.4333333333333333,unknown
Entire condo,Entire home/apt,4,1.5,2.0,2.0,missing,missing,True,2.0,2.0,55.96952,-3.16237,True,6,6,6,6,22,9,0,4.91,4.64,4.77,4.59,0.71,157.0,1.0,54,3491.0,509,0.2,187.0
Entire home,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,False,3.0,4.0,-31.96636,115.77492,True,3,3,28,185,9,1,0,4.67,4.89,5.0,4.78,0.28,190.0,1.0,8,3782.0,102,0.1,303.0
Entire home,Entire home/apt,6,2.0,4.0,4.0,within an hour,100%,False,2.0,2.0,36.15197780559899,-115.06250739097597,True,19,42,66,333,28,28,1,4.79,4.86,4.64,4.71,3.15,182.0,1.0,48,1265.0,430,0.6333333333333333,12.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,within an hour,100%,False,2.0,2.0,-33.903530306021324,151.20793242789355,True,0,0,0,0,0,0,0,4.86,4.87,4.88,4.77,0.87,900.0,1.0,51,4366.0,77,0.0,unknown
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,11.0,28.0,39.90887366965004,4.071204652917464,True,0,0,30,265,0,0,0,4.86,4.87,4.88,4.77,0.87,128.0,1.0,22,882.0,49,0.0,unknown
Entire guesthouse,Entire home/apt,3,1.0,0.0,1.0,within an hour,100%,True,1.0,2.0,38.91844,-77.03342,True,0,0,0,0,227,55,4,4.88,4.9,4.96,4.81,5.17,103.0,unknown,54,4689.0,499,0.0,14.0
Entire condo,Entire home/apt,2,1.0,0.0,1.0,missing,missing,True,2.0,2.0,36.98536,24.72544,True,0,0,0,0,82,11,0,4.74,4.93,4.61,4.76,1.01,21.0,unknown,33,2540.0,203,0.0,177.0
Entire rental unit,Entire home/apt,5,1.0,3.0,5.0,a few days or more,0%,True,1.0,1.0,41.823343,3.0659743,True,0,0,15,283,21,21,0,4.86,4.76,4.76,4.71,2.28,120.0,1.6666666666666667,42,409.0,343,0.0,173.0
Entire condo,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,True,2.0,3.0,47.62792205810547,-122.35826110839844,True,20,50,75,350,49,14,1,5.0,5.0,4.98,4.86,0.5,279.0,1.0,72,3080.0,497,0.6666666666666666,103.0
Entire home,Entire home/apt,7,2.0,3.0,4.0,within an hour,100%,False,13.0,13.0,38.02312,12.89888,True,1,1,30,246,0,0,0,4.86,4.87,4.88,4.77,0.87,390.0,1.3333333333333333,9,3966.0,343,0.0333333333333333,unknown
Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,within an hour,100%,False,12.0,19.0,40.74866,-73.98121,True,0,0,11,216,6,3,0,4.5,4.0,5.0,4.33,0.18,135.0,2.0,17,3896.0,59,0.0,61.0
Private room in rental unit,Private room,1,1.0,1.0,1.0,within an hour,100%,True,1.0,2.0,-37.77698,144.97677,True,8,8,8,8,9,9,0,4.78,4.56,4.89,4.78,0.74,94.0,1.0,45,3946.0,462,0.2666666666666666,59.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,missing,missing,False,6.0,6.0,37.35060714683433,26.561714280981462,True,30,60,90,238,1,1,0,5.0,5.0,5.0,5.0,0.27,600.0,1.5,43,3670.0,480,1.0,195.0
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,within a few hours,100%,True,9.0,10.0,39.52719,3.31418,True,28,36,48,209,24,13,0,5.0,4.92,4.83,4.96,0.73,117.0,1.5,38,1468.0,338,0.9333333333333332,137.0
Entire townhouse,Entire home/apt,6,2.0,3.0,5.0,within an hour,89%,False,77.0,77.0,41.846954345703125,3.1292600631713867,True,27,57,87,356,10,8,0,4.4,4.6,4.8,4.4,0.24,106.0,1.6666666666666667,45,3186.0,403,0.9,187.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,missing,missing,False,1.0,1.0,48.8388566,2.4003468,True,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,250.0,1.0,29,3870.0,192,0.9666666666666668,unknown
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,missing,missing,False,131.0,205.0,36.1498266,-86.7941974,True,8,8,8,8,9,9,3,4.44,4.22,5.0,4.56,1.78,155.0,1.5,46,394.0,397,0.2666666666666666,11.0
Entire cottage,Entire home/apt,6,2.5,3.0,3.0,a few days or more,0%,False,5.0,15.0,54.43365,-8.44681,True,27,57,87,177,23,0,0,4.7,4.35,4.91,4.7,0.42,140.0,1.0,49,3469.0,495,0.9,938.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,2.0,2.0,-41.43397,147.14499,True,27,27,27,27,297,26,5,4.9,4.88,4.91,4.88,2.66,193.0,1.0,49,3394.0,217,0.9,13.0
Entire condo,Entire home/apt,4,1.0,0.0,2.0,within an hour,100%,True,9.0,15.0,36.10677,-115.16781,True,21,38,64,229,176,19,1,4.88,4.79,4.88,4.81,2.6,163.0,unknown,33,4158.0,503,0.7,15.0
Entire rental unit,Entire home/apt,3,1.5,1.0,3.0,within a few hours,100%,False,1.0,1.0,48.85959691813172,2.299196068334518,True,9,39,69,159,2,1,0,5.0,5.0,5.0,5.0,0.15,213.0,3.0,58,2109.0,364,0.3,449.0
Private room in guesthouse,Private room,2,1.0,1.0,1.0,within an hour,100%,True,1.0,1.0,-41.147652,147.214645,True,30,60,87,362,59,10,1,4.95,4.97,4.92,4.93,1.49,237.0,1.0,50,1369.0,384,1.0,22.0
Entire home,Entire home/apt,8,2.0,4.0,6.0,within an hour,100%,True,2.0,2.0,46.46284,6.88307,True,0,0,0,55,8,0,0,4.88,4.63,4.86,4.43,0.09,795.0,1.5,62,3183.0,508,0.0,1301.0
Entire villa,Entire home/apt,6,2.5,3.0,3.0,missing,missing,False,2.0,2.0,41.24972,-8.7207,True,0,0,0,0,15,0,0,5.0,5.0,4.87,4.87,0.18,113.0,1.0,28,2582.0,500,0.0,1685.0
Room in boutique hotel,Hotel room,5,1.0,2.0,3.0,within an hour,83%,False,7.0,8.0,39.61938,3.23061,True,0,0,0,0,88,14,0,4.81,4.74,4.77,4.77,1.25,73.0,1.5,20,2300.0,349,0.0,66.0
Entire condo,Entire home/apt,4,2.0,2.0,2.0,within a few hours,98%,False,11.0,29.0,53.33854964811368,-6.257474494358052,True,6,10,10,10,41,30,1,4.88,4.95,5.0,4.85,2.33,294.0,1.0,48,1220.0,491,0.2,24.0
Entire rental unit,Entire home/apt,7,2.0,3.0,5.0,within an hour,100%,False,42.0,52.0,-26.38458,153.09822,True,13,17,40,223,81,1,0,4.67,4.53,4.9,4.64,1.03,335.0,1.6666666666666667,17,3386.0,358,0.4333333333333333,131.0
Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,within an hour,100%,False,17.0,19.0,42.36524377480932,-71.05494190293776,True,8,27,55,187,59,59,6,4.73,4.69,4.97,4.64,5.22,154.0,unknown,55,4550.0,495,0.2666666666666666,5.0
Entire villa,Entire home/apt,2,2.0,2.0,4.0,a few days or more,0%,False,1.0,3.0,40.7091,17.6316,True,28,58,88,363,0,0,0,4.86,4.87,4.88,4.77,0.87,93.0,2.0,60,3139.0,439,0.9333333333333332,unknown
Entire guesthouse,Entire home/apt,5,1.0,2.0,4.0,within an hour,100%,False,1.0,1.0,-33.95743,115.02364,True,4,13,23,62,6,6,1,5.0,5.0,5.0,4.5,1.91,263.0,2.0,51,1917.0,529,0.1333333333333333,89.0
Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,within an hour,100%,False,6.0,6.0,40.95251,17.30547,True,30,60,90,201,92,10,0,5.0,5.0,4.99,4.96,1.16,135.0,4.0,40,2475.0,347,1.0,136.0
Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,within an hour,96%,False,27.0,31.0,-37.80841,144.96078,True,20,38,61,314,2,2,1,5.0,5.0,5.0,5.0,1.2,312.0,1.0,55,624.0,496,0.6666666666666666,34.0
Room in hotel,Private room,2,1.0,1.0,1.0,within an hour,100%,False,15.0,16.0,51.20341,4.43467,True,0,0,0,91,0,0,0,4.86,4.87,4.88,4.77,0.87,101.0,1.0,38,3769.0,43,0.0,unknown
Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,within an hour,96%,False,284.0,1086.0,-26.38506,153.0982,True,19,28,54,139,4,1,0,4.75,4.75,4.75,4.75,0.09,320.0,1.3333333333333333,15,2871.0,154,0.6333333333333333,361.0
Entire bungalow,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,3.0,5.0,48.5584,-124.40075,True,21,45,69,264,16,16,1,4.88,4.75,4.88,4.81,1.76,134.0,2.0,56,3335.0,326,0.7,25.0
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,1.0,10.0,32.74549,-117.16553,True,12,15,32,83,187,41,4,4.93,4.97,4.96,4.89,2.99,109.0,1.0,31,2006.0,228,0.4,89.0
Entire condo,Entire home/apt,4,2.0,2.0,3.0,within an hour,100%,False,5.0,5.0,-22.98657,-43.19549,True,2,3,18,95,317,35,3,4.84,4.78,4.97,4.79,2.04,679.0,1.5,40,4751.0,0,0.0666666666666666,96.0
Entire serviced apartment,Entire home/apt,4,2.0,2.0,2.0,within an hour,100%,True,22.0,22.0,46.815805,-71.20272589999999,True,18,38,55,299,35,28,0,4.83,4.91,4.94,4.83,2.12,311.0,1.0,39,652.0,429,0.6,48.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,97%,False,63.0,70.0,-22.938812,-43.1930364,True,16,46,71,224,9,9,2,5.0,5.0,4.89,4.89,0.96,445.0,1.0,18,564.0,341,0.5333333333333333,98.0
Entire home,Entire home/apt,4,1.0,1.0,3.0,missing,missing,False,1.0,1.0,36.6854,15.13551,True,19,42,59,87,2,0,0,5.0,5.0,5.0,5.0,0.11,66.0,3.0,27,640.0,362,0.6333333333333333,572.0
Private room in rental unit,Private room,2,1.0,1.0,2.0,within an hour,100%,True,4.0,5.0,38.71287055211252,-9.128571018295752,True,28,55,70,70,4,4,0,5.0,5.0,5.0,5.0,0.58,140.0,2.0,35,1146.0,458,0.9333333333333332,146.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,119.0,120.0,19.43711,-99.15363,True,22,52,82,171,34,12,3,4.91,4.94,4.85,4.88,1.02,914.0,2.0,35,1970.0,508,0.7333333333333333,93.0
Entire condo,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,False,4.0,9.0,-37.80675,145.03533,True,14,39,69,188,38,14,2,4.68,4.34,4.84,4.63,1.36,215.0,1.5,23,3790.0,442,0.4666666666666667,22.0
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,False,2.0,3.0,-27.63310813903809,152.98623657226562,True,22,52,82,173,24,9,0,4.79,4.83,4.71,4.75,0.33,77.0,1.0,32,2708.0,180,0.7333333333333333,105.0
Entire home,Entire home/apt,8,2.5,4.0,4.0,within an hour,100%,True,11.0,16.0,36.03003,-115.24129,True,29,59,86,106,1,1,0,5.0,5.0,5.0,5.0,0.17,210.0,1.0,28,3091.0,372,0.9666666666666668,176.0
Private room in home,Private room,2,1.0,1.0,1.0,missing,missing,False,2.0,2.0,43.64459,-79.4021,True,0,0,0,61,61,0,0,4.89,4.9,4.97,4.93,0.7,60.0,1.0,29,3635.0,450,0.0,1777.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,True,6.0,6.0,-33.860248318432355,151.20305707632536,True,13,37,67,92,75,41,3,4.88,4.87,4.93,4.71,3.48,361.0,1.5,27,664.0,505,0.4333333333333333,27.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,16.0,16.0,39.68622,-104.98723,True,26,56,86,361,11,11,1,5.0,5.0,4.82,4.91,2.62,84.0,1.0,42,975.0,313,0.8666666666666667,96.0
Entire home,Entire home/apt,8,2.0,3.0,4.0,within an hour,100%,False,911.0,2074.0,29.97009,-90.09053,True,13,29,56,330,58,11,1,4.76,4.88,4.67,4.66,1.34,199.0,1.3333333333333333,36,2905.0,500,0.4333333333333333,19.0
Private room in bed and breakfast,Private room,1,1.0,3.0,1.0,within a day,50%,False,1.0,4.0,45.468105,9.1783739,True,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,200.0,0.3333333333333333,33,4359.0,0,1.0,unknown
Entire rental unit,Entire home/apt,7,2.0,3.0,5.0,within an hour,100%,False,3.0,8.0,35.94961,14.40916,True,12,26,56,261,47,1,0,4.68,4.87,4.7,4.72,0.58,80.0,1.6666666666666667,44,2600.0,307,0.4,342.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,1.0,1.0,52.35457,4.9154,True,0,14,14,14,19,0,0,4.74,4.79,4.84,4.79,0.15,272.0,1.0,28,3907.0,260,0.0,2818.0
Entire rental unit,Entire home/apt,6,2.0,1.0,3.0,within an hour,92%,False,77.0,83.0,45.48623,9.16891,True,18,36,60,324,10,10,1,4.2,4.3,4.6,4.2,1.11,53.0,3.0,41,1007.0,329,0.6,11.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,False,36.0,131.0,51.5429115156268,-0.0995588933778402,True,27,57,87,362,38,24,3,4.63,4.68,4.95,4.37,2.1,277.0,1.0,39,1038.0,498,0.9,97.0
Private room in villa,Private room,2,1.0,1.0,1.0,within an hour,100%,False,3.0,3.0,34.12309421635557,-118.09770349413157,True,30,60,90,180,3,3,0,4.67,5.0,5.0,5.0,0.52,177.0,1.0,56,538.0,427,1.0,137.0
Entire home,Entire home/apt,6,2.0,3.0,4.0,missing,missing,False,11.0,12.0,36.62167054656311,-121.925567572648,True,30,52,60,284,0,0,0,4.86,4.87,4.88,4.77,0.87,135.0,1.3333333333333333,51,464.0,70,1.0,unknown
Private room in rental unit,Private room,1,0.0,1.0,1.0,within a few hours,100%,False,279.0,321.0,22.28209,114.15651,True,29,59,89,179,0,0,0,4.86,4.87,4.88,4.77,0.87,160.0,1.0,7,3245.0,391,0.9666666666666668,unknown
Room in bed and breakfast,Hotel room,2,1.0,1.0,1.0,missing,missing,False,17.0,19.0,35.9157,14.49961,True,21,49,77,352,0,0,0,4.86,4.87,4.88,4.77,0.87,180.0,1.0,15,3160.0,163,0.7,unknown
Private room in home,Private room,2,0.5,1.0,1.0,missing,missing,False,2.0,2.0,-27.571330682056413,153.05404114948973,True,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,106.0,1.0,12,2156.0,54,1.0,unknown
Entire rental unit,Entire home/apt,3,0.0,1.0,1.0,within an hour,100%,False,39.0,76.0,40.718936290762784,-73.98392563636413,True,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,152.0,1.0,25,4713.0,482,1.0,unknown
Entire home,Entire home/apt,6,2.0,3.0,5.0,within an hour,100%,False,1.0,1.0,37.369684,-121.979918,True,0,0,23,113,8,8,0,5.0,4.88,5.0,4.88,1.8,300.0,1.6666666666666667,41,3966.0,402,0.0,137.0
